m,r1,r2,mrec_map,mrec_ml,N0
1,-0.723,0.75,1,1,0.35
3,0.671,-0.893,3,3,0.35
1,-0.285,0.613,1,1,0.35
1,-0.508,1.042,1,1,0.35
1,-1.092,0.556,1,1,0.35
3,0.573,-0.205,3,3,0.35
1,-0.973,0.626,1,1,0.35
1,-1.163,0.445,1,1,0.35
1,0.197,1.204,1,0,0.35
3,0.868,-0.471,3,3,0.35
1,-0.424,0.886,1,1,0.35
3,0.027,-0.748,3,3,0.35
2,-1.59,-0.954,2,2,0.35
3,0.169,-0.599,3,3,0.35
3,1.49,-0.692,3,3,0.35
3,0.387,-1.125,3,3,0.35
1,-0.72,0.697,1,1,0.35
3,0.594,-0.728,3,3,0.35
3,0.552,-0.521,3,3,0.35
1,-0.416,0.719,1,1,0.35
3,0.244,-0.206,3,3,0.35
2,-0.429,-0.337,2,2,0.35
0,1.2,0.905,0,0,0.35
3,0.742,-0.568,3,3,0.35
3,1.401,-1.894,3,3,0.35
0,0.879,0.873,0,0,0.35
2,-0.429,-1.066,2,2,0.35
3,0.02,-0.832,3,3,0.35
3,0.152,-0.354,3,3,0.35
1,-0.521,0.162,1,1,0.35
3,0.62,-1.284,3,3,0.35
1,-1.959,0.891,1,1,0.35
1,-0.582,1.299,1,1,0.35
3,0.751,-1.078,3,3,0.35
3,0.865,-0.872,3,3,0.35
1,-0.837,1.396,1,1,0.35
1,-0.299,0.383,1,1,0.35
3,1.218,0.233,0,0,0.35
3,0.906,-0.061,3,3,0.35
1,-0.833,0.451,1,1,0.35
1,-0.076,1.124,1,1,0.35
1,-0.688,0.415,1,1,0.35
3,0.546,-1.275,3,3,0.35
3,0.746,-0.671,3,3,0.35
3,0.202,-0.686,3,3,0.35
3,-0.116,-0.654,3,2,0.35
3,0.273,-0.893,3,3,0.35
1,-0.145,0.152,1,1,0.35
2,-0.778,-0.642,2,2,0.35
3,1.491,-0.962,3,3,0.35
3,0.78,-0.381,3,3,0.35
1,-0.82,1.097,1,1,0.35
2,-0.695,-1.646,2,2,0.35
2,-0.289,-0.664,2,2,0.35
3,1.118,-1.274,3,3,0.35
3,0.849,-0.585,3,3,0.35
3,1.055,-1.029,3,3,0.35
1,-1.032,1.056,1,1,0.35
3,1.37,-0.476,3,3,0.35
1,-1.2,0.252,1,1,0.35
3,0.847,-0.883,3,3,0.35
1,-0.476,1.101,1,1,0.35
3,-0.047,-1.15,3,2,0.35
3,0.534,-0.608,3,3,0.35
1,-0.461,0.574,1,1,0.35
3,0.802,-0.729,3,3,0.35
2,-0.849,-0.455,2,2,0.35
2,-0.837,-0.207,2,2,0.35
1,-0.411,0.855,1,1,0.35
0,0.314,0.948,0,0,0.35
3,1.911,-1.579,3,3,0.35
3,1.227,-0.739,3,3,0.35
1,-0.404,0.875,1,1,0.35
3,0.982,-1.174,3,3,0.35
1,-0.452,0.714,1,1,0.35
3,0.747,-1.533,3,3,0.35
3,1.051,-1.339,3,3,0.35
2,-0.884,-0.954,2,2,0.35
3,0.592,-0.324,3,3,0.35
3,0.652,-0.414,3,3,0.35
1,-0.551,1.201,1,1,0.35
3,1.664,-1.001,3,3,0.35
3,0.928,-1.015,3,3,0.35
1,-0.359,1.628,1,1,0.35
2,-0.828,-0.475,2,2,0.35
1,-1.098,0.695,1,1,0.35
3,1.02,-1.419,3,3,0.35
1,-1.06,0.666,1,1,0.35
3,0.436,-0.143,3,3,0.35
2,-0.577,-0.843,2,2,0.35
0,0.787,0.345,0,0,0.35
3,0.72,-0.642,3,3,0.35
1,-1.05,0.947,1,1,0.35
1,-1.412,1.228,1,1,0.35
3,0.619,-0.179,3,3,0.35
1,-1.031,-0.052,1,2,0.35
0,1.508,1.42,0,0,0.35
3,0.34,-0.606,3,3,0.35
3,0.807,-0.395,3,3,0.35
3,1.146,-0.557,3,3,0.35
3,0.06,-0.84,3,3,0.35
3,0.658,-0.538,3,3,0.35
1,-0.25,0.49,1,1,0.35
3,0.316,0.048,3,0,0.35
1,-0.946,0.92,1,1,0.35
1,-1.212,0.184,1,1,0.35
1,-0.81,1.217,1,1,0.35
3,0.894,-0.61,3,3,0.35
3,0.91,-0.364,3,3,0.35
3,0.377,-0.813,3,3,0.35
3,0.982,-1.692,3,3,0.35
3,0.469,-1.275,3,3,0.35
0,1.128,0.967,0,0,0.35
3,0.933,-1.617,3,3,0.35
3,0.296,-0.635,3,3,0.35
2,-0.127,-0.145,3,2,0.35
1,-0.661,0.875,1,1,0.35
3,0.977,-1.113,3,3,0.35
0,0.798,0.602,0,0,0.35
1,-0.878,-0.352,2,2,0.35
3,1.593,-0.886,3,3,0.35
1,-0.489,0.444,1,1,0.35
1,-1.391,0.706,1,1,0.35
0,0.577,0.418,0,0,0.35
1,-0.941,0.058,1,1,0.35
3,0.581,-1.161,3,3,0.35
1,-1.166,1.408,1,1,0.35
1,-0.265,0.367,1,1,0.35
3,0.859,-0.255,3,3,0.35
1,-0.663,0.588,1,1,0.35
1,-0.529,0.521,1,1,0.35
3,0.581,-0.64,3,3,0.35
3,1.55,-0.94,3,3,0.35
3,0.652,-0.638,3,3,0.35
1,-0.106,0.548,1,1,0.35
3,0.569,-0.897,3,3,0.35
3,0.879,-0.278,3,3,0.35
3,1.168,-0.641,3,3,0.35
2,-0.401,-1.37,2,2,0.35
3,0.8,-0.112,3,3,0.35
0,1.212,0.354,0,0,0.35
3,0.862,-0.925,3,3,0.35
1,-0.392,0.866,1,1,0.35
3,0.782,-0.842,3,3,0.35
1,-1.183,0.982,1,1,0.35
3,0.915,-0.797,3,3,0.35
2,-0.66,-0.555,2,2,0.35
1,-1.515,0.921,1,1,0.35
1,-0.374,0.258,1,1,0.35
1,0.057,0.395,1,0,0.35
0,0.597,0.907,0,0,0.35
3,1.22,-1.305,3,3,0.35
2,-1.258,-0.869,2,2,0.35
1,0.102,0.583,1,0,0.35
3,0.839,-1.045,3,3,0.35
3,-0.093,-1.484,3,2,0.35
3,0.937,-0.996,3,3,0.35
1,-0.206,1.203,1,1,0.35
1,-0.602,0.529,1,1,0.35
1,-0.949,0.52,1,1,0.35
1,-1.331,0.829,1,1,0.35
3,1.408,-0.777,3,3,0.35
1,-0.646,1.077,1,1,0.35
3,0.654,0.054,3,0,0.35
3,0.92,-1.114,3,3,0.35
3,0.712,-1.605,3,3,0.35
3,1.311,-0.643,3,3,0.35
3,0.819,-1.548,3,3,0.35
1,-0.872,0.686,1,1,0.35
3,1.443,-0.563,3,3,0.35
3,0.751,-0.577,3,3,0.35
3,-0.142,-0.422,2,2,0.35
3,1.354,-0.373,3,3,0.35
3,0.65,-0.807,3,3,0.35
1,-0.723,1.698,1,1,0.35
3,0.979,-0.738,3,3,0.35
3,1.115,-0.554,3,3,0.35
3,0.647,-0.702,3,3,0.35
3,0.74,-0.247,3,3,0.35
1,-0.061,0.206,1,1,0.35
3,0.88,-1.044,3,3,0.35
1,-0.903,1.16,1,1,0.35
2,-0.85,-0.67,2,2,0.35
1,-0.368,0.745,1,1,0.35
3,0.399,-0.332,3,3,0.35
1,-0.921,0.818,1,1,0.35
3,1.572,-0.417,3,3,0.35
3,0.896,-1.392,3,3,0.35
2,-0.134,-0.312,3,2,0.35
3,0.025,-0.126,3,3,0.35
0,0.529,0.239,0,0,0.35
1,-1.023,0.801,1,1,0.35
2,-1.212,-0.546,2,2,0.35
3,0.938,-0.644,3,3,0.35
3,1.234,-0.947,3,3,0.35
1,-0.6,0.346,1,1,0.35
1,-0.05,0.612,1,1,0.35
1,-1.386,0.485,1,1,0.35
3,1.327,-1.187,3,3,0.35
0,0.505,-0.41,3,3,0.35
2,-0.344,-0.746,2,2,0.35
1,-0.936,0.936,1,1,0.35
1,-0.426,0.598,1,1,0.35
3,0.024,-0.373,3,3,0.35
3,0.551,-1.023,3,3,0.35
1,-1.073,0.255,1,1,0.35
1,-0.97,0.335,1,1,0.35
1,-0.766,1.568,1,1,0.35
3,1.177,-0.418,3,3,0.35
3,0.84,-1.167,3,3,0.35
1,-0.124,0.427,1,1,0.35
3,0.135,-0.909,3,3,0.35
1,-0.534,0.953,1,1,0.35
1,-0.407,0.899,1,1,0.35
1,-0.468,0.333,1,1,0.35
1,-0.748,1.21,1,1,0.35
3,0.298,-1.332,3,3,0.35
3,0.469,-0.917,3,3,0.35
3,0.042,-0.568,3,3,0.35
3,0.362,-0.343,3,3,0.35
1,-1.19,0.968,1,1,0.35
3,0.825,-0.574,3,3,0.35
3,0.767,-0.808,3,3,0.35
3,0.864,-0.593,3,3,0.35
1,0.081,0.859,1,0,0.35
1,-1.249,0.862,1,1,0.35
1,-0.594,0.888,1,1,0.35
1,-0.199,1.516,1,1,0.35
3,0.832,-0.749,3,3,0.35
1,-0.222,1.168,1,1,0.35
1,-0.712,1.246,1,1,0.35
1,-1.056,0.794,1,1,0.35
1,-0.251,0.334,1,1,0.35
3,0.929,-0.965,3,3,0.35
3,0.883,-0.59,3,3,0.35
1,-0.348,1.453,1,1,0.35
3,0.441,-0.084,3,3,0.35
2,-0.416,-1.345,2,2,0.35
1,-1.745,0.922,1,1,0.35
3,0.566,-0.752,3,3,0.35
1,-0.454,0.58,1,1,0.35
1,-1.277,1.21,1,1,0.35
3,0.719,-0.901,3,3,0.35
1,-0.462,0.935,1,1,0.35
1,-0.696,-0.252,2,2,0.35
3,0.524,-0.488,3,3,0.35
3,1.077,-0.742,3,3,0.35
1,-1.085,0.72,1,1,0.35
2,-0.955,-1.374,2,2,0.35
1,-1.103,0.961,1,1,0.35
3,0.444,-0.313,3,3,0.35
2,-0.203,-0.546,2,2,0.35
3,-0.114,-0.703,3,2,0.35
1,0.965,1.186,0,0,0.35
1,-0.534,1.073,1,1,0.35
2,-0.862,-1.051,2,2,0.35
2,-0.633,-1.839,2,2,0.35
3,1.238,-1.457,3,3,0.35
3,0.856,-0.493,3,3,0.35
1,-0.66,0.112,1,1,0.35
0,1.062,0.698,0,0,0.35
2,-1.323,-0.735,2,2,0.35
1,-0.35,0.662,1,1,0.35
1,-0.563,0.903,1,1,0.35
2,-0.368,-0.039,1,2,0.35
3,0.691,-1.279,3,3,0.35
3,1.264,-0.736,3,3,0.35
3,0.173,-0.408,3,3,0.35
1,-0.547,0.351,1,1,0.35
2,-0.648,-1.412,2,2,0.35
3,0.907,-0.878,3,3,0.35
3,0.706,-0.22,3,3,0.35
3,0.156,-1.036,3,3,0.35
1,-0.746,0.346,1,1,0.35
1,-0.22,1.047,1,1,0.35
2,-0.127,-0.924,3,2,0.35
3,1.198,-0.62,3,3,0.35
0,1.07,0.746,0,0,0.35
3,0.391,-0.229,3,3,0.35
1,-1.26,0.139,1,1,0.35
0,0.462,0.662,0,0,0.35
3,0.663,-0.449,3,3,0.35
2,-1.08,-0.497,2,2,0.35
3,0.701,-0.58,3,3,0.35
1,-0.801,0.85,1,1,0.35
3,-0.16,-0.444,2,2,0.35
3,-0.237,-0.596,2,2,0.35
3,0.356,-0.45,3,3,0.35
3,1.093,-0.824,3,3,0.35
3,1.062,-0.169,3,3,0.35
1,-0.561,1.363,1,1,0.35
3,0.766,-0.875,3,3,0.35
3,1.449,-0.351,3,3,0.35
3,1.072,-0.432,3,3,0.35
1,-0.359,0.558,1,1,0.35
0,0.587,0.369,0,0,0.35
2,-0.754,-0.851,2,2,0.35
1,-0.477,1.075,1,1,0.35
3,1.109,-0.711,3,3,0.35
3,1.084,-0.495,3,3,0.35
3,0.162,-1.185,3,3,0.35
1,-0.495,0.346,1,1,0.35
1,-0.917,0.604,1,1,0.35
2,-1.079,-0.698,2,2,0.35
3,1.478,-1.556,3,3,0.35
3,1.036,-0.862,3,3,0.35
2,-0.658,-1.023,2,2,0.35
3,0.17,-1.275,3,3,0.35
3,0.086,-0.676,3,3,0.35
1,-0.159,0.59,1,1,0.35
3,0.616,-1.017,3,3,0.35
3,0.461,-1.079,3,3,0.35
0,0.704,0.34,0,0,0.35
3,0.477,-0.594,3,3,0.35
2,-0.507,0.422,1,1,0.35
3,0.629,-1.067,3,3,0.35
3,0.013,-0.078,3,3,0.35
1,-1.414,0.596,1,1,0.35
2,-1.229,-1.015,2,2,0.35
0,0.877,0.149,3,0,0.35
3,1.069,-1.198,3,3,0.35
3,0.795,-0.301,3,3,0.35
1,0.081,0.18,1,0,0.35
1,-0.306,0.523,1,1,0.35
3,0.264,-1.522,3,3,0.35
1,-0.495,0.338,1,1,0.35
3,0.704,-0.343,3,3,0.35
3,0.04,-0.849,3,3,0.35
1,0.239,0.736,0,0,0.35
1,-0.362,0.167,1,1,0.35
1,0.208,0.686,1,0,0.35
3,0.685,-0.696,3,3,0.35
0,1.511,0.51,0,0,0.35
1,-0.476,0.606,1,1,0.35
0,0.415,1.32,0,0,0.35
3,0.459,-0.982,3,3,0.35
2,-0.77,-0.981,2,2,0.35
3,1.672,-0.173,3,3,0.35
0,0.914,1.269,0,0,0.35
1,-0.475,1.216,1,1,0.35
3,0.65,-0.592,3,3,0.35
2,-0.316,-0.408,2,2,0.35
2,-0.708,-1.238,2,2,0.35
0,1.11,-0.092,3,3,0.35
1,-0.241,0.847,1,1,0.35
1,-0.249,0.01,1,1,0.35
2,-0.427,-0.333,2,2,0.35
2,-1.221,-1.022,2,2,0.35
3,1.715,-0.455,3,3,0.35
1,-0.731,1.384,1,1,0.35
1,-0.999,0.21,1,1,0.35
1,0.417,0.358,0,0,0.35
0,1.581,0.935,0,0,0.35
3,0.425,-1.446,3,3,0.35
1,0.172,1.434,1,0,0.35
3,0.895,-1.526,3,3,0.35
3,0.564,-1.055,3,3,0.35
1,-0.214,0.823,1,1,0.35
1,-0.581,0.571,1,1,0.35
1,-1.422,0.974,1,1,0.35
1,-0.561,0.383,1,1,0.35
1,-1.04,0.37,1,1,0.35
3,-0.012,-0.323,3,2,0.35
1,-0.175,0.591,1,1,0.35
1,-0.482,0.309,1,1,0.35
1,-0.903,0.415,1,1,0.35
1,-0.921,0.764,1,1,0.35
1,-0.656,0.981,1,1,0.35
3,1.243,-0.47,3,3,0.35
2,-0.694,-1.066,2,2,0.35
1,-0.396,0.936,1,1,0.35
1,-1.085,0.971,1,1,0.35
3,1.194,-0.739,3,3,0.35
3,0.572,-0.431,3,3,0.35
3,0.789,-1.072,3,3,0.35
1,0.188,1.059,1,0,0.35
1,-0.611,-0.031,1,2,0.35
3,0.225,-0.971,3,3,0.35
3,0.636,-1.111,3,3,0.35
1,-1.059,1.37,1,1,0.35
3,1.554,-1.202,3,3,0.35
1,-0.649,0.22,1,1,0.35
0,0.995,0.658,0,0,0.35
1,-0.409,1.13,1,1,0.35
2,-0.801,-0.846,2,2,0.35
1,-0.614,0.425,1,1,0.35
3,1.07,-0.304,3,3,0.35
1,-0.253,0.403,1,1,0.35
3,0.874,-0.593,3,3,0.35
3,0.28,-1.378,3,3,0.35
3,0.794,-0.217,3,3,0.35
1,-1.381,0.452,1,1,0.35
3,1.39,-1.238,3,3,0.35
3,0.597,-0.847,3,3,0.35
1,-0.477,0.913,1,1,0.35
1,-0.393,0.525,1,1,0.35
1,0.216,0.232,1,0,0.35
1,-0.755,0.687,1,1,0.35
3,0.738,0.7,0,0,0.35
3,1.071,-0.613,3,3,0.35
2,0.353,-0.564,3,3,0.35
1,-0.336,0.533,1,1,0.35
1,-0.608,0.578,1,1,0.35
3,0.632,-0.348,3,3,0.35
1,-1.053,-0.147,2,2,0.35
1,-0.148,0.625,1,1,0.35
1,-0.496,0.718,1,1,0.35
3,0.942,-1.101,3,3,0.35
0,-0.279,-0.381,2,2,0.35
3,0.602,-0.566,3,3,0.35
3,0.501,-0.984,3,3,0.35
1,-1.06,0.838,1,1,0.35
1,-1.166,0.796,1,1,0.35
3,0.379,-0.863,3,3,0.35
3,1.07,-0.815,3,3,0.35
1,-0.888,0.627,1,1,0.35
3,0.506,-0.435,3,3,0.35
3,0.685,-0.71,3,3,0.35
1,-0.261,0.83,1,1,0.35
3,1.246,-0.921,3,3,0.35
2,-0.858,-0.187,2,2,0.35
2,-1.234,-0.238,2,2,0.35
1,-0.641,0.273,1,1,0.35
3,0.314,-0.624,3,3,0.35
3,1.062,-1.199,3,3,0.35
3,0.715,-0.593,3,3,0.35
3,1.076,-0.713,3,3,0.35
3,-0.092,-1.146,3,2,0.35
3,0.097,-1.297,3,3,0.35
3,0.614,-0.713,3,3,0.35
1,-1.097,0.621,1,1,0.35
1,-0.839,0.903,1,1,0.35
1,-0.082,0.682,1,1,0.35
3,0.927,-0.742,3,3,0.35
3,0.193,-0.5,3,3,0.35
1,-0.356,0.439,1,1,0.35
0,0.716,0.613,0,0,0.35
1,-0.534,1.281,1,1,0.35
1,-1.015,0.82,1,1,0.35
3,0.296,-1.054,3,3,0.35
1,-0.723,1.541,1,1,0.35
3,0.471,-0.304,3,3,0.35
1,-0.261,0.601,1,1,0.35
3,0.512,-0.693,3,3,0.35
1,-0.68,0.151,1,1,0.35
1,-0.119,0.929,1,1,0.35
0,0.485,0.675,0,0,0.35
1,-0.88,1.097,1,1,0.35
1,-1.691,1.288,1,1,0.35
1,-0.384,1.586,1,1,0.35
1,-0.03,0.523,1,1,0.35
2,-1.381,-0.942,2,2,0.35
2,-0.79,-0.755,2,2,0.35
1,-0.346,0.785,1,1,0.35
3,0.892,-0.692,3,3,0.35
1,-0.315,0.561,1,1,0.35
3,0.154,-0.76,3,3,0.35
3,0.447,-1.022,3,3,0.35
1,-0.256,0.325,1,1,0.35
3,0.699,-1.557,3,3,0.35
1,-0.419,0.663,1,1,0.35
2,-1.723,-0.677,2,2,0.35
1,0.211,-0.026,3,3,0.35
3,0.819,-0.247,3,3,0.35
3,0.795,-1.103,3,3,0.35
1,-0.467,1.234,1,1,0.35
3,0.342,-0.765,3,3,0.35
0,0.947,0.695,0,0,0.35
3,1.446,-0.545,3,3,0.35
1,-0.39,1.632,1,1,0.35
3,0.937,-0.646,3,3,0.35
1,-0.678,0.697,1,1,0.35
1,-1.479,0.644,1,1,0.35
3,0.787,-0.855,3,3,0.35
1,-0.352,0.888,1,1,0.35
1,-0.684,0.396,1,1,0.35
3,0.604,-0.645,3,3,0.35
3,0.814,-0.603,3,3,0.35
1,-1.123,1.123,1,1,0.35
0,0.984,0.8,0,0,0.35
3,0.788,-0.857,3,3,0.35
1,-0.999,0.251,1,1,0.35
1,-0.744,0.256,1,1,0.35
3,0.823,-0.625,3,3,0.35
3,1.198,-0.927,3,3,0.35
3,0.972,-0.998,3,3,0.35
1,-0.115,2.286,1,1,0.35
1,-1.176,0.8,1,1,0.35
3,0.232,-0.91,3,3,0.35
3,0.923,-1.172,3,3,0.35
3,1.32,-1.152,3,3,0.35
3,1.073,-0.579,3,3,0.35
3,0.529,-0.435,3,3,0.35
3,0.888,-0.514,3,3,0.35
3,0.514,-0.349,3,3,0.35
3,1.022,-0.684,3,3,0.35
2,-0.709,-0.356,2,2,0.35
0,0.644,0.906,0,0,0.35
3,0.583,-0.128,3,3,0.35
3,1.348,-0.866,3,3,0.35
0,0.941,0.646,0,0,0.35
3,0.884,-0.829,3,3,0.35
3,0.974,-1.1,3,3,0.35
1,-0.539,0.977,1,1,0.35
3,1.084,-0.163,3,3,0.35
3,-0.058,-0.843,3,2,0.35
3,-0.026,-0.949,3,2,0.35
1,-1.184,0.782,1,1,0.35
1,-0.562,0.382,1,1,0.35
2,-0.794,-0.149,2,2,0.35
3,0.763,-0.069,3,3,0.35
1,-0.581,0.686,1,1,0.35
1,-1.055,0.751,1,1,0.35
2,-0.982,-1.242,2,2,0.35
3,0.121,-0.706,3,3,0.35
3,1.227,-0.32,3,3,0.35
0,0.488,0.759,0,0,0.35
2,-1.017,0.122,1,1,0.35
3,0.139,-0.139,3,3,0.35
1,-0.617,0.856,1,1,0.35
1,-1.077,1.178,1,1,0.35
1,-1.263,1.048,1,1,0.35
1,-0.369,0.735,1,1,0.35
2,-0.788,-0.666,2,2,0.35
1,-0.843,0.602,1,1,0.35
3,0.14,-0.319,3,3,0.35
1,-0.797,0.259,1,1,0.35
3,0.871,-0.216,3,3,0.35
3,1.524,-0.955,3,3,0.35
3,0.189,-0.918,3,3,0.35
1,-0.685,0.402,1,1,0.35
3,0.384,-0.423,3,3,0.35
3,0.806,-1.06,3,3,0.35
1,-0.877,0.588,1,1,0.35
1,-1.013,0.57,1,1,0.35
0,1.374,0.495,0,0,0.35
2,0.2,-0.581,3,3,0.35
3,1.045,-1.187,3,3,0.35
1,-0.586,0.627,1,1,0.35
3,1.934,-0.678,3,3,0.35
1,-0.652,1.505,1,1,0.35
3,0.214,-0.926,3,3,0.35
0,0.493,0.783,0,0,0.35
1,-0.144,0.767,1,1,0.35
1,-0.354,1.237,1,1,0.35
3,0.519,-0.663,3,3,0.35
2,-0.919,-0.491,2,2,0.35
3,1.012,-1.116,3,3,0.35
3,0.461,-0.663,3,3,0.35
1,-1.384,0.761,1,1,0.35
1,-0.741,1.197,1,1,0.35
3,0.647,-0.179,3,3,0.35
2,0.066,-0.291,3,3,0.35
2,0.06,-0.34,3,3,0.35
3,0.658,-0.936,3,3,0.35
0,-0.443,0.312,1,1,0.35
2,-0.998,-0.253,2,2,0.35
3,0.568,-0.417,3,3,0.35
1,-0.872,1.089,1,1,0.35
3,1.095,-0.563,3,3,0.35
1,-0.875,1.04,1,1,0.35
0,1.243,0.531,0,0,0.35
3,1.757,-0.391,3,3,0.35
1,-0.571,0.262,1,1,0.35
1,-1.55,0.948,1,1,0.35
3,0.046,-0.872,3,3,0.35
3,0.98,-1.346,3,3,0.35
3,1.362,-1,3,3,0.35
1,-0.944,0.257,1,1,0.35
3,1.186,-0.421,3,3,0.35
2,-0.889,-0.268,2,2,0.35
1,-0.393,-0.18,2,2,0.35
3,0.52,-1.097,3,3,0.35
3,0.201,-1.595,3,3,0.35
1,-0.595,0.343,1,1,0.35
2,-0.241,-0.627,2,2,0.35
1,-0.553,0.944,1,1,0.35
1,0.077,1.388,1,0,0.35
2,-1.18,-0.757,2,2,0.35
3,0.407,-0.327,3,3,0.35
2,-0.459,0.126,1,1,0.35
0,0.405,0.349,0,0,0.35
3,0.42,-1.183,3,3,0.35
3,1.295,-1.324,3,3,0.35
3,0.876,-1.295,3,3,0.35
2,-0.322,-0.849,2,2,0.35
2,-0.758,-0.658,2,2,0.35
3,1.243,-1.381,3,3,0.35
3,0.559,-0.811,3,3,0.35
1,0.052,1.211,1,0,0.35
1,-0.02,0.517,1,1,0.35
2,-0.457,-1.027,2,2,0.35
1,-0.55,0.69,1,1,0.35
1,-0.486,0.416,1,1,0.35
3,0.114,0.033,3,0,0.35
0,0.722,0.972,0,0,0.35
0,0.37,-0.594,3,3,0.35
1,-0.507,0.528,1,1,0.35
1,-0.985,0.866,1,1,0.35
3,0.694,-1.121,3,3,0.35
3,0.879,-0.337,3,3,0.35
1,-0.515,1.072,1,1,0.35
0,0.239,1.298,0,0,0.35
1,-0.982,0.138,1,1,0.35
2,-0.393,-0.098,1,2,0.35
3,1.661,-0.07,3,3,0.35
1,-0.931,0.511,1,1,0.35
3,1.055,-0.803,3,3,0.35
2,-0.834,-1.027,2,2,0.35
3,0.502,-0.423,3,3,0.35
