m,r1,r2,mrec_map,mrec_ml,N0
3,-0.562,0.172,1,1,0.75
3,0.27,-0.186,3,3,0.75
2,0.394,-1.241,3,3,0.75
2,-0.019,-0.313,3,2,0.75
1,-0.449,0.222,1,1,0.75
3,0.366,-1.107,3,3,0.75
1,0.007,-0.531,3,3,0.75
1,0.258,-0.034,3,3,0.75
2,-0.455,-1.292,2,2,0.75
1,-0.703,1.012,1,1,0.75
1,0.139,0.914,1,0,0.75
2,-0.678,0.643,1,1,0.75
3,2.093,-0.547,3,3,0.75
1,0.105,0.054,3,0,0.75
3,1.228,0.705,0,0,0.75
2,-0.763,-0.822,2,2,0.75
1,0.171,0.937,1,0,0.75
1,-0.007,1.978,1,1,0.75
1,-1.245,1.022,1,1,0.75
1,-0.68,-0.133,1,2,0.75
1,0.218,-0.005,3,3,0.75
0,0.506,-0.324,3,3,0.75
3,-0.669,-1.606,2,2,0.75
2,-0.519,-0.786,2,2,0.75
1,-0.947,0.274,1,1,0.75
2,-1.191,-0.49,2,2,0.75
1,-0.937,1.344,1,1,0.75
3,-0.357,0.062,1,1,0.75
3,1.386,-0.924,3,3,0.75
3,1.766,-0.581,3,3,0.75
1,-0.945,0.979,1,1,0.75
1,0.136,-0.197,3,3,0.75
2,-0.714,-0.447,2,2,0.75
3,0.681,-1.362,3,3,0.75
1,-0.632,1.2,1,1,0.75
3,-0.25,-0.596,3,2,0.75
3,0.155,-0.535,3,3,0.75
3,1.449,-0.451,3,3,0.75
3,0.343,-1.021,3,3,0.75
3,0.368,-1.156,3,3,0.75
3,0.305,-0.118,3,3,0.75
2,-0.003,-0.189,3,2,0.75
3,0.857,-0.975,3,3,0.75
3,0.865,-1.937,3,3,0.75
2,-0.422,-1.081,2,2,0.75
1,0.111,0.763,1,0,0.75
1,-2.193,0.224,1,1,0.75
3,0.193,-0.708,3,3,0.75
3,1.56,-1.506,3,3,0.75
3,0.445,-0.736,3,3,0.75
1,-0.844,0.592,1,1,0.75
3,-0.418,-0.821,2,2,0.75
1,-0.028,0.436,1,1,0.75
2,0.008,-0.473,3,3,0.75
1,-0.371,0.288,1,1,0.75
3,0.442,-0.736,3,3,0.75
1,-1.733,1.552,1,1,0.75
1,-0.752,-0.225,1,2,0.75
3,1.902,0.321,3,0,0.75
1,0.399,-0.63,3,3,0.75
2,0.626,-0.586,3,3,0.75
3,-0.085,-1.349,3,2,0.75
3,1.817,-0.628,3,3,0.75
1,-0.578,-0.15,1,2,0.75
1,-1.245,0.964,1,1,0.75
3,1.131,-0.991,3,3,0.75
1,-1.23,1.342,1,1,0.75
1,-0.514,-0.573,2,2,0.75
1,-0.176,2.159,1,1,0.75
1,-0.364,0.987,1,1,0.75
3,0.736,-0.47,3,3,0.75
2,-0.374,-1.042,2,2,0.75
3,1.269,-0.889,3,3,0.75
0,-0.174,0.123,1,1,0.75
3,1.149,-0.883,3,3,0.75
3,0.983,-0.311,3,3,0.75
1,0.358,1.11,1,0,0.75
1,-1.552,1.171,1,1,0.75
3,-0.612,-0.956,2,2,0.75
2,-0.757,-0.806,2,2,0.75
0,1.092,0.021,3,0,0.75
2,-1.554,0.218,1,1,0.75
3,-0.304,-1.097,2,2,0.75
3,-0.076,-0.003,1,2,0.75
3,0.897,-0.094,3,3,0.75
2,-0.145,-0.647,3,2,0.75
1,-1.06,0.843,1,1,0.75
3,0.018,-1.493,3,3,0.75
1,-0.572,0.571,1,1,0.75
3,0.549,-0.046,3,3,0.75
2,-0.67,0.337,1,1,0.75
3,0.474,-1.119,3,3,0.75
0,0.629,0.548,0,0,0.75
3,0.089,-1.835,3,3,0.75
2,-0.872,-1.009,2,2,0.75
3,0.895,-0.849,3,3,0.75
3,0.205,-0.259,3,3,0.75
1,-0.957,0.391,1,1,0.75
1,-0.969,0.992,1,1,0.75
1,-1.081,1.19,1,1,0.75
1,-1.252,0.266,1,1,0.75
2,-1.062,-0.507,2,2,0.75
3,0.754,-1.594,3,3,0.75
3,-0.074,-1.535,3,2,0.75
1,-0.695,0.264,1,1,0.75
1,-0.765,0.412,1,1,0.75
2,-0.363,-1.093,2,2,0.75
3,0.602,-1.105,3,3,0.75
1,0.004,0.855,1,0,0.75
1,-1.408,0.506,1,1,0.75
1,-1.075,0.936,1,1,0.75
1,-1.612,1.159,1,1,0.75
1,-0.829,0.544,1,1,0.75
3,1.304,-0.559,3,3,0.75
3,1.563,-0.022,3,3,0.75
1,-1.219,0.426,1,1,0.75
3,1.222,-0.991,3,3,0.75
1,-0.987,0.761,1,1,0.75
1,-0.5,0.613,1,1,0.75
3,-0.265,-0.442,3,2,0.75
3,0.548,-1.882,3,3,0.75
3,0.898,-0.976,3,3,0.75
2,-0.19,-0.962,3,2,0.75
3,1.619,-0.373,3,3,0.75
1,-0.699,1.119,1,1,0.75
2,-1.451,-1.571,2,2,0.75
3,0.441,-0.558,3,3,0.75
0,0.548,-0.228,3,3,0.75
1,-0.916,2.152,1,1,0.75
1,-0.36,0.35,1,1,0.75
1,-1.181,1.084,1,1,0.75
2,-0.602,-1.904,2,2,0.75
1,-0.884,0.313,1,1,0.75
1,-1.337,1.1,1,1,0.75
1,-1.11,2.104,1,1,0.75
1,-0.374,0.453,1,1,0.75
3,1.466,0.03,3,0,0.75
1,-0.997,1.163,1,1,0.75
1,-2.219,1.724,1,1,0.75
1,-1.997,1.565,1,1,0.75
3,0.569,-1.348,3,3,0.75
1,-0.806,0.614,1,1,0.75
1,-0.646,1.069,1,1,0.75
3,0.168,-0.012,3,3,0.75
3,-0.063,-0.116,3,2,0.75
1,-0.913,0.684,1,1,0.75
3,0.899,-0.251,3,3,0.75
3,1.115,0.84,0,0,0.75
3,0.349,-0.346,3,3,0.75
1,-0.355,1.329,1,1,0.75
1,0.153,1.029,1,0,0.75
1,-0.579,0.834,1,1,0.75
1,-1.629,1.257,1,1,0.75
2,-1.307,-1.438,2,2,0.75
1,-0.145,0.355,1,1,0.75
1,-0.945,0.677,1,1,0.75
3,0.263,0.006,3,0,0.75
1,-1.038,1.021,1,1,0.75
3,-0.052,-0.826,3,2,0.75
3,1.071,-1.025,3,3,0.75
0,0.369,1.099,1,0,0.75
3,1.596,-0.329,3,3,0.75
2,-0.651,1.177,1,1,0.75
1,-1.763,1.717,1,1,0.75
3,-0.105,-1.82,3,2,0.75
3,0.717,-1.041,3,3,0.75
2,-1.644,-0.009,1,2,0.75
2,-0.642,-0.084,1,2,0.75
1,-0.041,1.458,1,1,0.75
3,-0.337,-0.781,2,2,0.75
1,0.29,0.017,3,0,0.75
3,0.654,-0.888,3,3,0.75
1,-0.63,-0.02,1,2,0.75
1,-0.016,0.446,1,1,0.75
1,-0.827,1.158,1,1,0.75
2,-1.169,-0.908,2,2,0.75
3,0.913,-0.308,3,3,0.75
1,-0.632,0.442,1,1,0.75
2,-0.973,-1.607,2,2,0.75
1,0.343,-0.311,3,3,0.75
1,-0.697,1.105,1,1,0.75
2,-1.491,0.47,1,1,0.75
1,-1.239,1.102,1,1,0.75
1,0.138,1.652,1,0,0.75
0,-0.081,0.518,1,1,0.75
3,0.977,0.278,3,0,0.75
3,1.072,-0.635,3,3,0.75
1,-0.938,0.48,1,1,0.75
3,1.29,-0.307,3,3,0.75
1,-1.138,-0.222,1,2,0.75
3,0.438,-0.976,3,3,0.75
3,0.333,-0.194,3,3,0.75
1,-0.771,0.398,1,1,0.75
2,-0.655,-0.893,2,2,0.75
2,-0.013,-1.386,3,2,0.75
1,-0.047,0.899,1,1,0.75
1,-0.782,1.68,1,1,0.75
3,0.431,-1.309,3,3,0.75
1,-1.033,1.395,1,1,0.75
3,0.19,-1.128,3,3,0.75
3,0.545,-1.782,3,3,0.75
3,0.31,-1.643,3,3,0.75
0,0.874,-0.234,3,3,0.75
1,-0.492,0.413,1,1,0.75
3,-0.354,0.045,1,1,0.75
2,-1.934,-1.447,2,2,0.75
1,0.105,0.54,1,0,0.75
1,-0.227,1.2,1,1,0.75
1,-0.781,0.522,1,1,0.75
3,1.05,-1.241,3,3,0.75
3,0.859,-0.983,3,3,0.75
1,0.49,0.47,3,0,0.75
3,1.301,-1.449,3,3,0.75
0,1.333,1.226,0,0,0.75
1,0.121,0.763,1,0,0.75
3,0.464,-0.51,3,3,0.75
3,1.247,-0.212,3,3,0.75
3,0.586,-1.553,3,3,0.75
1,-0.421,1.007,1,1,0.75
1,0.342,1.43,1,0,0.75
3,0.085,-0.086,3,3,0.75
3,1.025,-0.92,3,3,0.75
1,-0.837,0.098,1,1,0.75
3,0.862,-1.901,3,3,0.75
3,0.328,-0.573,3,3,0.75
1,-1.457,0.812,1,1,0.75
3,0.112,-0.37,3,3,0.75
3,0.982,0.135,3,0,0.75
0,1.062,0.902,0,0,0.75
1,-0.337,-0.899,2,2,0.75
3,1.138,-0.632,3,3,0.75
1,-0.788,0.543,1,1,0.75
1,-0.543,0.499,1,1,0.75
1,-0.623,0.232,1,1,0.75
3,1.083,-2.123,3,3,0.75
1,-0.158,0.428,1,1,0.75
1,-0.228,-0.355,3,2,0.75
3,-0.139,-1.09,3,2,0.75
1,-1.147,1.42,1,1,0.75
2,-0.947,-0.652,2,2,0.75
3,1.495,-1.712,3,3,0.75
1,-0.075,0.423,1,1,0.75
3,1.083,-0.596,3,3,0.75
1,-1.047,-0.067,1,2,0.75
3,1.773,-0.363,3,3,0.75
3,0.765,-1.442,3,3,0.75
3,1.379,-1.029,3,3,0.75
1,-1.123,1.159,1,1,0.75
1,-1.433,1.267,1,1,0.75
1,0.294,0.193,3,0,0.75
1,-0.09,0.383,1,1,0.75
3,0.85,-2.223,3,3,0.75
1,0.412,2.201,1,0,0.75
1,-1.057,1.325,1,1,0.75
3,1.195,-0.735,3,3,0.75
1,-1.183,0.62,1,1,0.75
1,-0.541,1.458,1,1,0.75
3,1.662,-0.28,3,3,0.75
2,-0.382,-0.727,2,2,0.75
1,-1.166,0.198,1,1,0.75
1,-1.13,1.573,1,1,0.75
3,0.292,-0.371,3,3,0.75
3,0.324,-0.145,3,3,0.75
1,-0.509,0.873,1,1,0.75
3,-0.201,0.116,1,1,0.75
1,-0.6,-0.49,2,2,0.75
1,-0.831,0.546,1,1,0.75
3,-0.152,-0.253,3,2,0.75
1,-1.138,0.538,1,1,0.75
0,0.371,0.651,1,0,0.75
2,-0.933,-1.245,2,2,0.75
0,1.116,0.488,0,0,0.75
1,-0.193,0.282,1,1,0.75
2,-0.848,-1.577,2,2,0.75
1,-0.807,-0.22,1,2,0.75
3,0.567,-1.305,3,3,0.75
2,0.779,-0.802,3,3,0.75
1,-0.963,1.33,1,1,0.75
2,-0.401,-0.987,2,2,0.75
3,0.102,-0.501,3,3,0.75
1,-0.522,1.816,1,1,0.75
1,-0.835,-0.428,2,2,0.75
2,-0.874,-1.083,2,2,0.75
3,1.843,-0.27,3,3,0.75
3,-0.181,-0.364,3,2,0.75
1,-1.146,-0.55,2,2,0.75
1,-1.706,1.907,1,1,0.75
3,-0.13,-1.203,3,2,0.75
3,0.832,-1.054,3,3,0.75
1,-1.153,0.58,1,1,0.75
1,-1.3,1.692,1,1,0.75
3,1.75,-0.915,3,3,0.75
3,0.333,-1.147,3,3,0.75
3,0.793,-0.039,3,3,0.75
1,-1.606,0.444,1,1,0.75
3,-0.23,-0.369,3,2,0.75
2,-0.812,-0.082,1,2,0.75
3,1.424,-0.936,3,3,0.75
1,-0.972,0.703,1,1,0.75
3,0.882,-0.083,3,3,0.75
3,0.528,-0.578,3,3,0.75
1,-0.882,-0.366,2,2,0.75
3,0.469,-1.072,3,3,0.75
3,1.219,-0.891,3,3,0.75
3,0.142,0.491,1,0,0.75
1,-0.684,0.414,1,1,0.75
3,-0.225,-1.43,3,2,0.75
1,-1.508,0.1,1,1,0.75
1,-0.245,1.211,1,1,0.75
1,-0.181,0.204,1,1,0.75
3,1.413,-2.101,3,3,0.75
3,0.714,-1.068,3,3,0.75
3,0.366,-1.424,3,3,0.75
0,0.438,1.299,1,0,0.75
0,0.011,1.554,1,0,0.75
3,0.698,-0.046,3,3,0.75
3,0.668,-0.958,3,3,0.75
1,-0.673,-0.413,2,2,0.75
1,0.024,0.651,1,0,0.75
1,-1.138,-0.239,1,2,0.75
1,-1.623,0.698,1,1,0.75
1,-0.418,0.513,1,1,0.75
2,-1.364,-1.018,2,2,0.75
2,-0.954,-0.068,1,2,0.75
3,1.107,-0.796,3,3,0.75
3,0.472,-0.219,3,3,0.75
1,0.534,1.108,0,0,0.75
1,-0.058,0.183,1,1,0.75
1,-1.286,1.006,1,1,0.75
1,-0.418,0.815,1,1,0.75
2,-0.704,-1.764,2,2,0.75
3,0.889,-1.878,3,3,0.75
2,-1.308,-0.25,1,2,0.75
3,1.071,-1.118,3,3,0.75
1,-0.595,0.465,1,1,0.75
1,-1.228,0.861,1,1,0.75
3,0.908,-1.207,3,3,0.75
3,0.558,-0.776,3,3,0.75
1,-0.897,-0.144,1,2,0.75
3,1.036,-1.696,3,3,0.75
1,-0.149,0.511,1,1,0.75
3,1.116,-0.666,3,3,0.75
3,1.252,-1.342,3,3,0.75
1,-0.504,0.014,1,1,0.75
1,-0.329,1.113,1,1,0.75
3,1.249,-0.448,3,3,0.75
2,0.409,0.013,3,0,0.75
1,0.298,0.856,1,0,0.75
3,-0.356,-0.965,2,2,0.75
3,0.304,-1.329,3,3,0.75
2,-0.916,-0.694,2,2,0.75
1,0.543,0.086,3,0,0.75
1,-0.227,0.671,1,1,0.75
2,0.113,-0.902,3,3,0.75
1,-0.914,1.406,1,1,0.75
3,0.855,-0.528,3,3,0.75
0,1.061,-0.115,3,3,0.75
1,-1.024,0.408,1,1,0.75
3,1.182,-0.276,3,3,0.75
1,-0.667,1.049,1,1,0.75
1,-0.53,0.107,1,1,0.75
1,-0.867,1.2,1,1,0.75
3,1.081,-0.482,3,3,0.75
3,0.144,-0.666,3,3,0.75
2,-0.612,-0.494,2,2,0.75
1,-0.578,0.44,1,1,0.75
1,-0.509,0.24,1,1,0.75
3,0.903,-0.908,3,3,0.75
3,1.639,0.168,3,0,0.75
3,1.081,-1.775,3,3,0.75
3,-0.508,0.493,1,1,0.75
1,0.485,0.289,3,0,0.75
3,0.742,-1.395,3,3,0.75
2,-0.481,-0.566,2,2,0.75
3,0.476,-0.273,3,3,0.75
