m,r1,r2,mrec_map,mrec_ml,N0
3,0.964,-0.702,3,3,0.3
3,0.57,-0.147,3,3,0.3
1,-1.056,0.655,1,1,0.3
3,0.752,-0.193,3,3,0.3
3,0.406,-0.497,3,3,0.3
1,-0.947,0.462,1,1,0.3
1,-0.844,0.63,1,1,0.3
0,1.368,0.542,0,0,0.3
3,1.258,-0.343,3,3,0.3
3,0.474,-0.541,3,3,0.3
1,-0.321,0.491,1,1,0.3
3,-0.197,-1,2,2,0.3
1,-1.022,1.116,1,1,0.3
3,0.332,-0.879,3,3,0.3
2,-1.511,-0.347,2,2,0.3
1,-0.527,0.299,1,1,0.3
3,0.991,-0.459,3,3,0.3
1,-0.94,0.472,1,1,0.3
0,0.506,0.891,0,0,0.3
1,-0.112,1.016,1,1,0.3
2,-0.408,-1.017,2,2,0.3
1,-0.956,0.709,1,1,0.3
2,-0.602,-0.238,2,2,0.3
2,-0.726,-0.602,2,2,0.3
2,-0.5,-0.305,2,2,0.3
1,-0.181,0.949,1,1,0.3
3,0.349,0.164,3,0,0.3
1,-0.666,0.881,1,1,0.3
3,-0.034,-0.483,3,2,0.3
1,-0.06,0.831,1,1,0.3
3,0.106,-0.717,3,3,0.3
2,-1.087,-0.991,2,2,0.3
1,-1.008,0.884,1,1,0.3
0,0.343,0.961,0,0,0.3
3,0.405,-0.698,3,3,0.3
2,-0.635,-0.253,2,2,0.3
1,-0.339,0.886,1,1,0.3
1,-0.501,0.691,1,1,0.3
3,0.609,-1.094,3,3,0.3
3,0.918,-0.509,3,3,0.3
3,1.133,-0.963,3,3,0.3
1,-0.685,1.101,1,1,0.3
3,0.588,-0.383,3,3,0.3
2,-0.919,-0.424,2,2,0.3
3,0.274,-0.875,3,3,0.3
1,-1.156,0.878,1,1,0.3
1,-1.203,0.215,1,1,0.3
2,-1.045,-0.58,2,2,0.3
2,-0.946,-0.848,2,2,0.3
3,0.642,-0.711,3,3,0.3
1,-0.869,1.449,1,1,0.3
2,-1.184,-0.607,2,2,0.3
0,0.8,0.947,0,0,0.3
3,-0.471,-0.628,2,2,0.3
1,-0.373,0.683,1,1,0.3
1,-0.216,0.721,1,1,0.3
3,0.902,-1.015,3,3,0.3
1,-0.687,0.327,1,1,0.3
1,-0.799,0.776,1,1,0.3
1,-0.478,-0.125,2,2,0.3
3,0.11,-0.81,3,3,0.3
3,0.653,-1.564,3,3,0.3
1,-0.459,0.327,1,1,0.3
3,1.446,-0.888,3,3,0.3
1,-1.313,0.948,1,1,0.3
3,1.122,-0.661,3,3,0.3
3,0.161,-0.689,3,3,0.3
1,-0.817,0.681,1,1,0.3
3,1.194,-0.362,3,3,0.3
3,0.907,-0.725,3,3,0.3
3,0.603,-1.146,3,3,0.3
1,-0.124,0.657,1,1,0.3
3,0.586,-0.291,3,3,0.3
3,1.105,-0.885,3,3,0.3
1,-0.904,0.615,1,1,0.3
1,-1.614,0.897,1,1,0.3
1,-0.113,-0.298,3,2,0.3
1,-0.526,0.679,1,1,0.3
3,1.054,-0.815,3,3,0.3
0,-0.171,0.865,1,1,0.3
3,0.347,-0.474,3,3,0.3
1,-0.657,0.803,1,1,0.3
3,0.546,-0.803,3,3,0.3
2,-1.312,-0.491,2,2,0.3
3,0.457,-0.582,3,3,0.3
0,0.173,0.942,1,0,0.3
3,0.015,-0.881,3,3,0.3
3,1.273,-0.443,3,3,0.3
1,-0.583,0.577,1,1,0.3
1,-1.119,0.143,1,1,0.3
1,-0.585,0.109,1,1,0.3
0,0.699,1.083,0,0,0.3
2,-0.751,-0.809,2,2,0.3
1,-1.021,0.607,1,1,0.3
3,0.969,-0.442,3,3,0.3
3,0.612,-0.824,3,3,0.3
3,0.306,-1.48,3,3,0.3
3,1.333,-0.542,3,3,0.3
1,-0.912,0.864,1,1,0.3
1,-1.252,0.618,1,1,0.3
1,-0.896,0.754,1,1,0.3
1,-0.325,1.075,1,1,0.3
1,0.006,-0.091,3,3,0.3
3,0.2,-1.404,3,3,0.3
2,-1.229,-0.504,2,2,0.3
3,0.926,-0.241,3,3,0.3
1,-0.238,0.752,1,1,0.3
1,-0.344,0.855,1,1,0.3
1,-0.987,0.924,1,1,0.3
1,-0.41,0.865,1,1,0.3
2,-1.272,-0.867,2,2,0.3
1,-0.335,0.765,1,1,0.3
2,0.104,-0.329,3,3,0.3
1,-0.629,0.964,1,1,0.3
1,-0.863,0.484,1,1,0.3
3,0.742,-0.225,3,3,0.3
1,-0.577,1.045,1,1,0.3
3,0.639,-1.089,3,3,0.3
3,0.954,-1.023,3,3,0.3
1,-1.019,0.38,1,1,0.3
1,-1.061,1.776,1,1,0.3
2,-0.47,-0.922,2,2,0.3
3,1.21,-0.478,3,3,0.3
3,1.181,-0.534,3,3,0.3
3,0.257,-0.476,3,3,0.3
3,1.396,-0.969,3,3,0.3
3,0.426,-0.101,3,3,0.3
3,0.64,-0.899,3,3,0.3
1,-0.689,0.884,1,1,0.3
1,-0.941,1.208,1,1,0.3
3,0.347,-1.732,3,3,0.3
3,0.84,-0.447,3,3,0.3
1,-0.563,0.74,1,1,0.3
1,-0.74,0.476,1,1,0.3
1,-1.323,1.367,1,1,0.3
2,-1.011,-0.991,2,2,0.3
2,-0.257,-0.405,2,2,0.3
3,1.594,-0.852,3,3,0.3
3,1.141,-0.628,3,3,0.3
3,1.058,-0.979,3,3,0.3
1,-0.875,1.067,1,1,0.3
1,-0.77,0.483,1,1,0.3
2,-0.348,-0.679,2,2,0.3
2,-0.71,-0.582,2,2,0.3
3,0.995,-1.235,3,3,0.3
1,-0.47,1.095,1,1,0.3
3,0.525,-0.694,3,3,0.3
3,0.869,-0.83,3,3,0.3
1,-0.35,0.994,1,1,0.3
1,-1.276,0.217,1,1,0.3
3,0.461,-0.857,3,3,0.3
2,-0.259,-0.806,2,2,0.3
3,0.196,-1.305,3,3,0.3
3,0.17,-0.834,3,3,0.3
0,0.784,0.705,0,0,0.3
3,1.286,0.129,3,0,0.3
1,-0.726,1.245,1,1,0.3
1,-0.2,1.09,1,1,0.3
3,1.343,-0.734,3,3,0.3
1,-1.31,0.548,1,1,0.3
1,-0.663,0.343,1,1,0.3
2,-0.56,-0.923,2,2,0.3
1,0.196,0.843,0,0,0.3
3,0.407,-0.648,3,3,0.3
1,-0.817,0.402,1,1,0.3
2,-0.576,-0.547,2,2,0.3
1,-0.84,0.59,1,1,0.3
1,-0.888,0.544,1,1,0.3
3,0.112,-0.754,3,3,0.3
3,0.485,-0.894,3,3,0.3
0,0.3,0.373,0,0,0.3
0,0.566,0.705,0,0,0.3
1,-0.749,0.341,1,1,0.3
1,-1.157,0.744,1,1,0.3
0,0.631,1.222,0,0,0.3
3,0.527,-0.384,3,3,0.3
3,0.284,-0.7,3,3,0.3
2,-1.02,-0.841,2,2,0.3
1,-0.838,1.288,1,1,0.3
3,0.599,-1.354,3,3,0.3
3,0.112,0.115,1,0,0.3
2,-1.103,-1.182,2,2,0.3
1,-0.771,1.512,1,1,0.3
3,1.142,-1.304,3,3,0.3
1,-0.987,0.842,1,1,0.3
1,-0.61,0.976,1,1,0.3
1,-0.941,0.786,1,1,0.3
3,0.826,-1.047,3,3,0.3
3,1.737,-0.397,3,3,0.3
3,0.916,0.132,3,0,0.3
0,0.48,0.577,0,0,0.3
3,1.102,-1.222,3,3,0.3
3,1.041,-0.487,3,3,0.3
3,1.124,-0.481,3,3,0.3
3,0.067,-0.475,3,3,0.3
2,-0.69,-0.688,2,2,0.3
1,-0.551,0.939,1,1,0.3
1,0.135,0.386,1,0,0.3
0,0.469,0.901,0,0,0.3
3,1.308,-0.849,3,3,0.3
3,0.632,-0.749,3,3,0.3
2,-0.484,-0.817,2,2,0.3
1,-0.592,1.252,1,1,0.3
3,0.768,-0.943,3,3,0.3
3,0.993,-0.409,3,3,0.3
3,0.591,-0.442,3,3,0.3
3,0.141,-0.824,3,3,0.3
3,0.308,-0.44,3,3,0.3
0,-0.031,0.649,1,1,0.3
3,0.888,-0.759,3,3,0.3
3,1.057,-0.695,3,3,0.3
3,0.833,-1.353,3,3,0.3
1,-0.264,0.472,1,1,0.3
1,-0.887,0.273,1,1,0.3
3,1.35,-0.829,3,3,0.3
3,1.281,-1.033,3,3,0.3
3,1.022,-0.703,3,3,0.3
2,0.214,-0.988,3,3,0.3
2,-0.157,-0.572,2,2,0.3
1,-0.423,1.274,1,1,0.3
1,-0.86,0.261,1,1,0.3
1,-0.613,0.843,1,1,0.3
1,-0.687,1.078,1,1,0.3
2,-0.683,-0.888,2,2,0.3
3,0.548,-0.852,3,3,0.3
1,-0.663,0.981,1,1,0.3
0,0.13,0.603,1,0,0.3
1,-1.397,0.557,1,1,0.3
3,0.608,-0.813,3,3,0.3
3,0.88,-0.82,3,3,0.3
3,0.832,-0.911,3,3,0.3
1,-0.843,0.341,1,1,0.3
1,-0.799,0.988,1,1,0.3
3,0.624,-0.703,3,3,0.3
3,0.656,-0.376,3,3,0.3
2,-0.948,-0.439,2,2,0.3
3,0.828,-0.423,3,3,0.3
0,1.151,0.384,0,0,0.3
3,0.401,-0.667,3,3,0.3
1,-0.841,0.341,1,1,0.3
3,0.478,-0.692,3,3,0.3
3,0.767,-0.591,3,3,0.3
2,-0.71,-1.263,2,2,0.3
3,0.38,-1.282,3,3,0.3
2,-0.122,-0.927,2,2,0.3
1,-0.21,0.943,1,1,0.3
2,-0.333,-1.422,2,2,0.3
2,-0.291,-0.583,2,2,0.3
3,0.81,-0.909,3,3,0.3
3,-0.075,-0.638,3,2,0.3
1,-0.348,1.057,1,1,0.3
3,0.61,-0.696,3,3,0.3
3,1.371,-0.815,3,3,0.3
0,0.693,0.129,3,0,0.3
3,0.828,-0.696,3,3,0.3
3,0.139,-0.7,3,3,0.3
3,0.47,-0.544,3,3,0.3
0,0.601,0.823,0,0,0.3
3,1.699,-1.307,3,3,0.3
0,0.921,0.09,3,0,0.3
1,-0.1,1.703,1,1,0.3
3,0.802,-0.627,3,3,0.3
1,-0.658,0.676,1,1,0.3
3,0.94,-0.49,3,3,0.3
1,-1.039,0.864,1,1,0.3
1,-0.933,0.78,1,1,0.3
3,0.122,-1.001,3,3,0.3
1,-1.232,1.022,1,1,0.3
1,-0.602,0.335,1,1,0.3
3,0.52,-0.748,3,3,0.3
3,0.062,-0.656,3,3,0.3
0,1.534,0.852,0,0,0.3
3,0.371,-0.896,3,3,0.3
3,0.988,-0.487,3,3,0.3
2,-0.782,-1.043,2,2,0.3
1,-0.8,0.705,1,1,0.3
0,0.8,0.81,0,0,0.3
3,0.585,-0.477,3,3,0.3
3,0.31,-0.551,3,3,0.3
0,0.162,0.423,1,0,0.3
2,-0.483,-0.374,2,2,0.3
1,-1.162,1.036,1,1,0.3
2,-0.711,-0.581,2,2,0.3
3,1.307,-1.19,3,3,0.3
3,0.659,-0.998,3,3,0.3
3,0.067,-0.633,3,3,0.3
1,-0.512,0.404,1,1,0.3
2,-0.287,-0.414,2,2,0.3
1,-1.203,0.202,1,1,0.3
3,1.528,-0.815,3,3,0.3
3,0.128,0.09,3,0,0.3
1,-0.683,0.575,1,1,0.3
0,0.912,0.558,0,0,0.3
3,0.754,-0.799,3,3,0.3
1,-0.452,0.64,1,1,0.3
1,-0.797,1.423,1,1,0.3
1,-1.31,0.472,1,1,0.3
3,0.674,-0.205,3,3,0.3
1,-0.815,0.771,1,1,0.3
1,-0.573,1.141,1,1,0.3
1,-0.595,0.469,1,1,0.3
3,0.758,-1.465,3,3,0.3
2,-0.988,-0.759,2,2,0.3
1,-0.991,0.987,1,1,0.3
3,0.764,-0.253,3,3,0.3
3,0.991,-0.103,3,3,0.3
3,0.491,0.253,0,0,0.3
1,-0.281,1.064,1,1,0.3
1,0.108,-0.696,3,3,0.3
1,-0.897,0.7,1,1,0.3
0,0.787,0.438,0,0,0.3
2,-0.655,-0.788,2,2,0.3
2,-0.66,-0.977,2,2,0.3
3,0.6,-0.868,3,3,0.3
2,-1.079,-1.152,2,2,0.3
3,0.163,-0.918,3,3,0.3
0,0.908,0.348,0,0,0.3
3,0.411,-0.682,3,3,0.3
2,-1.138,-0.984,2,2,0.3
1,-1.372,0.37,1,1,0.3
1,-1.11,0.877,1,1,0.3
3,1.259,-0.964,3,3,0.3
3,1.074,-1.198,3,3,0.3
2,-0.473,-1.207,2,2,0.3
3,0.744,-1.31,3,3,0.3
2,-0.903,-0.671,2,2,0.3
2,-0.897,-0.303,2,2,0.3
1,0.048,1.156,1,0,0.3
3,1.137,-0.671,3,3,0.3
3,0.57,-0.32,3,3,0.3
3,0.638,-0.298,3,3,0.3
3,0.683,-0.803,3,3,0.3
2,-0.527,-0.573,2,2,0.3
2,-0.859,-0.378,2,2,0.3
3,1.005,-0.787,3,3,0.3
1,-0.3,0.418,1,1,0.3
1,-1.474,0.92,1,1,0.3
1,-1.058,1.225,1,1,0.3
3,0.298,-1.841,3,3,0.3
3,1.346,-0.806,3,3,0.3
1,-0.48,0.908,1,1,0.3
3,-0.028,-1.22,3,2,0.3
3,0.311,-1.016,3,3,0.3
3,1.378,-0.877,3,3,0.3
3,1.385,-0.477,3,3,0.3
2,-0.869,-0.976,2,2,0.3
2,0.296,-0.859,3,3,0.3
3,1.117,-1.125,3,3,0.3
2,-0.907,-0.305,2,2,0.3
1,-0.439,0.752,1,1,0.3
2,-0.184,-0.548,2,2,0.3
1,-0.672,0.956,1,1,0.3
3,0.248,-0.777,3,3,0.3
3,-0.687,-0.562,2,2,0.3
2,-0.646,-1.173,2,2,0.3
3,0.605,-1.315,3,3,0.3
3,0.643,-1.139,3,3,0.3
3,0.558,-0.461,3,3,0.3
1,-0.357,0.44,1,1,0.3
3,0.309,-1.202,3,3,0.3
1,-0.586,0.76,1,1,0.3
3,0.133,-0.617,3,3,0.3
1,-0.601,0.78,1,1,0.3
1,-0.659,1.406,1,1,0.3
1,-1.03,0.181,1,1,0.3
2,-1.15,-0.411,2,2,0.3
3,0.785,-0.534,3,3,0.3
3,0.789,-0.908,3,3,0.3
3,1.073,-0.796,3,3,0.3
3,0.987,-0.642,3,3,0.3
2,-0.267,-0.723,2,2,0.3
1,-0.802,0.721,1,1,0.3
3,0.432,-0.602,3,3,0.3
0,0.201,0.749,0,0,0.3
3,-0.097,-1.46,3,2,0.3
3,0.268,-0.823,3,3,0.3
1,-0.363,0.685,1,1,0.3
1,-1.121,1.142,1,1,0.3
3,1.089,-0.999,3,3,0.3
0,0.374,0.846,0,0,0.3
3,0.446,-1.206,3,3,0.3
2,-0.639,-1.284,2,2,0.3
3,-0.09,-0.845,3,2,0.3
1,-0.713,0.745,1,1,0.3
1,-0.634,0.452,1,1,0.3
0,-0.365,0.496,1,1,0.3
1,-0.804,0.238,1,1,0.3
3,0.284,-0.643,3,3,0.3
1,-0.308,0.491,1,1,0.3
3,0.914,-0.795,3,3,0.3
3,0.974,-0.38,3,3,0.3
2,-1.119,-0.969,2,2,0.3
1,-0.678,0.969,1,1,0.3
1,-1.038,1.383,1,1,0.3
1,-1.057,0.379,1,1,0.3
3,0.966,-0.803,3,3,0.3
3,0.162,-0.698,3,3,0.3
3,0.439,-0.392,3,3,0.3
3,0.351,-0.49,3,3,0.3
1,-0.376,0.648,1,1,0.3
2,-0.875,-0.416,2,2,0.3
3,0.153,-0.798,3,3,0.3
3,0.881,-0.311,3,3,0.3
1,-0.696,0.626,1,1,0.3
1,-1.001,0.766,1,1,0.3
1,-0.759,0.921,1,1,0.3
0,0.03,0.902,1,0,0.3
3,0.67,-0.577,3,3,0.3
2,-0.956,-0.723,2,2,0.3
3,0.931,-0.554,3,3,0.3
1,-0.481,0.314,1,1,0.3
3,0.543,-0.42,3,3,0.3
1,-0.615,0.852,1,1,0.3
2,-1.041,0.292,1,1,0.3
2,-0.624,-0.921,2,2,0.3
2,-0.611,-1.254,2,2,0.3
3,0.723,-1.095,3,3,0.3
3,0.392,-0.545,3,3,0.3
1,-1.38,0.933,1,1,0.3
1,-1.547,0.741,1,1,0.3
3,1.208,-0.921,3,3,0.3
0,0.142,0.482,1,0,0.3
3,0.767,-0.664,3,3,0.3
3,0.816,-0.9,3,3,0.3
1,-1.425,0.707,1,1,0.3
0,0.437,0.147,3,0,0.3
3,0.479,-1.057,3,3,0.3
2,-0.601,-0.666,2,2,0.3
1,-0.822,1.329,1,1,0.3
3,0.519,-1.03,3,3,0.3
2,-0.606,-0.418,2,2,0.3
1,-0.858,0.582,1,1,0.3
3,1.256,-1.15,3,3,0.3
3,0.936,-0.977,3,3,0.3
1,-0.388,1.058,1,1,0.3
1,-0.549,1.234,1,1,0.3
3,0.291,-0.129,3,3,0.3
2,-0.928,-0.768,2,2,0.3
1,-0.57,1.401,1,1,0.3
1,-1.182,0.852,1,1,0.3
1,-1.134,0.831,1,1,0.3
3,1.28,-0.363,3,3,0.3
3,0.886,-1.182,3,3,0.3
3,0.603,-0.384,3,3,0.3
1,-0.937,0.46,1,1,0.3
1,-0.85,0.624,1,1,0.3
3,1.008,-0.703,3,3,0.3
1,-0.893,0.684,1,1,0.3
1,-0.131,1.507,1,1,0.3
1,-0.551,0.96,1,1,0.3
1,-0.82,0.448,1,1,0.3
3,1.02,-0.916,3,3,0.3
3,1.259,-0.332,3,3,0.3
2,-1.691,-0.792,2,2,0.3
1,-1.207,0.479,1,1,0.3
3,0.925,-0.829,3,3,0.3
3,0.145,-0.491,3,3,0.3
3,0.562,-0.405,3,3,0.3
1,-1.133,0.247,1,1,0.3
3,0.093,-0.467,3,3,0.3
2,-1.074,-0.512,2,2,0.3
1,-0.762,0.652,1,1,0.3
1,-0.479,0.4,1,1,0.3
3,0.433,-0.139,3,3,0.3
0,1.051,0.434,0,0,0.3
1,0.025,1.05,1,0,0.3
1,-0.698,1.05,1,1,0.3
1,-0.559,0.423,1,1,0.3
1,-0.752,0.741,1,1,0.3
1,-0.975,1.789,1,1,0.3
3,1.268,-0.291,3,3,0.3
3,0.691,-0.121,3,3,0.3
0,0.767,0.483,0,0,0.3
1,-0.348,0.815,1,1,0.3
1,-1.16,0.69,1,1,0.3
3,0.802,-0.841,3,3,0.3
2,-1.292,-0.699,2,2,0.3
2,-0.834,-1.464,2,2,0.3
3,1.493,-0.627,3,3,0.3
1,-1.133,0.593,1,1,0.3
2,-0.962,-0.28,2,2,0.3
1,-0.573,0.374,1,1,0.3
3,0.687,-1.122,3,3,0.3
3,0.406,-0.176,3,3,0.3
3,0.775,-1.099,3,3,0.3
0,1.282,0.961,0,0,0.3
1,-0.826,0.613,1,1,0.3
3,1.118,-0.696,3,3,0.3
2,-0.145,-1.388,2,2,0.3
1,-1.228,0.647,1,1,0.3
1,-0.502,0.799,1,1,0.3
0,0.003,0.843,1,0,0.3
2,-0.666,-1.377,2,2,0.3
3,0.757,-0.31,3,3,0.3
2,-0.583,-1.262,2,2,0.3
0,0.555,1.158,0,0,0.3
1,-0.57,1.254,1,1,0.3
0,0.48,1.238,0,0,0.3
1,-0.999,1.271,1,1,0.3
2,-0.772,-1.304,2,2,0.3
3,0.908,-1.031,3,3,0.3
1,-1.247,0.566,1,1,0.3
2,-0.804,-0.389,2,2,0.3
1,-1.103,0.539,1,1,0.3
1,-1.068,0.812,1,1,0.3
1,-0.715,0.776,1,1,0.3
3,0.355,-0.306,3,3,0.3
3,1.445,0.116,3,0,0.3
3,0.622,-0.744,3,3,0.3
1,-0.406,1.792,1,1,0.3
2,-1.035,-0.846,2,2,0.3
3,2.027,-0.809,3,3,0.3
0,0.442,0.89,0,0,0.3
1,-0.924,0.449,1,1,0.3
0,0.421,0.285,0,0,0.3
1,-0.118,0.9,1,1,0.3
0,0.703,0.473,0,0,0.3
3,0.83,-1.185,3,3,0.3
3,0.534,-0.585,3,3,0.3
1,-0.875,0.725,1,1,0.3
1,-1.069,0.816,1,1,0.3
1,-0.461,1.158,1,1,0.3
1,-0.645,0.502,1,1,0.3
0,1.199,0.69,0,0,0.3
3,1.466,-0.745,3,3,0.3
1,-0.94,0.641,1,1,0.3
3,0.878,-0.958,3,3,0.3
1,-0.687,0.511,1,1,0.3
3,0.858,-0.421,3,3,0.3
0,1.241,0.507,0,0,0.3
1,-1.26,0.359,1,1,0.3
0,0.411,1.226,0,0,0.3
1,-0.906,0.266,1,1,0.3
2,-1.065,-0.115,1,2,0.3
3,0.962,-0.631,3,3,0.3
1,-0.62,0.841,1,1,0.3
1,0.246,1.058,0,0,0.3
3,0.379,0.161,3,0,0.3
0,0.573,0.53,0,0,0.3
2,-0.708,-0.574,2,2,0.3
3,0.622,-0.464,3,3,0.3
2,-0.198,-0.748,2,2,0.3
1,-0.614,0.767,1,1,0.3
3,0.95,-1.166,3,3,0.3
3,0.861,-0.743,3,3,0.3
1,-1.364,1.066,1,1,0.3
1,-0.679,0.878,1,1,0.3
0,0.853,0.334,0,0,0.3
3,1.206,-0.937,3,3,0.3
1,-0.602,1.473,1,1,0.3
3,0.899,-0.764,3,3,0.3
1,-0.324,0.559,1,1,0.3
1,-0.918,0.572,1,1,0.3
3,0.506,-0.428,3,3,0.3
1,-0.55,0.208,1,1,0.3
2,-0.144,-0.618,2,2,0.3
0,0.467,0.769,0,0,0.3
2,-0.877,-0.805,2,2,0.3
3,1.116,-0.649,3,3,0.3
1,-0.273,0.878,1,1,0.3
1,-0.649,0.206,1,1,0.3
3,0.326,-0.802,3,3,0.3
3,0.653,-0.387,3,3,0.3
1,-0.566,0.898,1,1,0.3
3,1.191,-0.501,3,3,0.3
1,-0.01,0.26,1,1,0.3
3,1.096,-1.077,3,3,0.3
1,-0.85,0.842,1,1,0.3
2,-0.471,-0.568,2,2,0.3
1,-0.706,0.697,1,1,0.3
1,-0.593,0.85,1,1,0.3
3,0.676,-0.85,3,3,0.3
3,1.032,-0.049,3,3,0.3
0,0.543,1.587,0,0,0.3
0,0.456,0.757,0,0,0.3
2,-0.937,-0.843,2,2,0.3
1,-1.265,0.114,1,1,0.3
3,-0.202,-0.636,2,2,0.3
3,0.173,-1.224,3,3,0.3
2,-0.935,-0.206,2,2,0.3
3,0.599,-1.241,3,3,0.3
1,-1.061,0.028,1,1,0.3
3,1.116,-0.648,3,3,0.3
3,1.517,-0.955,3,3,0.3
3,0.467,-0.896,3,3,0.3
3,-0.074,-1.628,3,2,0.3
0,0.446,0.077,3,0,0.3
2,-1.06,-1.097,2,2,0.3
3,0.341,-0.154,3,3,0.3
1,-0.594,0.547,1,1,0.3
1,-1.23,1.289,1,1,0.3
1,-1.316,0.663,1,1,0.3
