m,r1,r2,mrec_map,mrec_ml,N0
3,0.76,-0.25,3,3,0.25
3,1.17,-0.721,3,3,0.25
3,0.676,-0.189,3,3,0.25
0,0.843,0.837,0,0,0.25
2,-0.366,-1.41,2,2,0.25
1,-0.452,0.99,1,1,0.25
2,-1.166,-0.949,2,2,0.25
1,-1.114,0.809,1,1,0.25
3,0.211,-1.256,3,3,0.25
3,0.888,0.168,0,0,0.25
3,1.315,-1.004,3,3,0.25
3,0.716,-0.282,3,3,0.25
1,-0.837,0.557,1,1,0.25
1,-1.144,0.384,1,1,0.25
1,0.163,0.839,0,0,0.25
1,-0.771,0.36,1,1,0.25
1,-0.421,0.936,1,1,0.25
1,-0.438,0.497,1,1,0.25
3,1.009,-1.291,3,3,0.25
3,0.479,-1.108,3,3,0.25
1,-0.924,0.51,1,1,0.25
1,-0.591,0.651,1,1,0.25
1,-1.204,1.118,1,1,0.25
3,0.03,-0.451,3,3,0.25
1,-0.523,0.13,1,1,0.25
1,-0.727,0.866,1,1,0.25
3,0.331,-0.29,3,3,0.25
3,0.662,-0.536,3,3,0.25
3,0.382,-0.084,3,3,0.25
3,0.737,-1.02,3,3,0.25
3,0.371,-0.786,3,3,0.25
2,-0.66,-1.328,2,2,0.25
3,0.205,-0.66,3,3,0.25
1,-0.814,1.076,1,1,0.25
1,-0.549,0.731,1,1,0.25
3,0.438,-0.941,3,3,0.25
1,-0.033,0.724,1,1,0.25
1,-0.665,1.142,1,1,0.25
3,0.46,-1.059,3,3,0.25
1,-0.562,0.789,1,1,0.25
2,-1.07,-1.282,2,2,0.25
1,-0.317,0.63,1,1,0.25
1,-0.69,0.304,1,1,0.25
1,-0.456,0.349,1,1,0.25
1,-0.941,0.303,1,1,0.25
3,0.457,-0.629,3,3,0.25
1,-0.752,0.238,1,1,0.25
1,-0.485,0.904,1,1,0.25
2,-0.835,-0.977,2,2,0.25
3,0.478,-0.99,3,3,0.25
1,-1.236,1.357,1,1,0.25
1,-1.169,0.009,1,1,0.25
1,-0.267,0.669,1,1,0.25
3,0.905,-0.804,3,3,0.25
1,-0.897,0.871,1,1,0.25
1,-0.398,0.379,1,1,0.25
3,0.814,-0.84,3,3,0.25
3,0.939,-0.819,3,3,0.25
1,-1.003,0.696,1,1,0.25
1,-0.778,0.779,1,1,0.25
1,-0.959,0.924,1,1,0.25
3,0.089,-0.753,3,3,0.25
2,-0.786,-0.456,2,2,0.25
1,-0.389,1.027,1,1,0.25
1,-0.429,0.759,1,1,0.25
1,-0.944,1.09,1,1,0.25
1,-0.693,0.493,1,1,0.25
1,-0.699,0.408,1,1,0.25
1,-0.624,1.083,1,1,0.25
1,-1.011,0.789,1,1,0.25
1,-1.161,-0.027,1,2,0.25
3,0.327,-0.658,3,3,0.25
1,-0.766,0.838,1,1,0.25
1,-0.933,0.806,1,1,0.25
3,0.639,-1.238,3,3,0.25
1,-0.079,0.912,1,1,0.25
1,-0.243,0.265,1,1,0.25
2,-1.452,-0.765,2,2,0.25
1,-0.157,0.159,1,1,0.25
1,-0.663,0.759,1,1,0.25
3,0.79,-0.539,3,3,0.25
1,-0.86,0.84,1,1,0.25
3,0.944,-1.11,3,3,0.25
1,-0.394,0.195,1,1,0.25
3,0.942,-0.315,3,3,0.25
3,0.614,-0.263,3,3,0.25
1,-0.712,0.822,1,1,0.25
1,-0.554,0.816,1,1,0.25
1,-1.273,0.8,1,1,0.25
1,-1.02,1.091,1,1,0.25
1,-0.626,0.594,1,1,0.25
1,-0.672,0.975,1,1,0.25
1,-0.906,0.66,1,1,0.25
1,-0.863,0.61,1,1,0.25
2,-0.89,-1.051,2,2,0.25
3,0.891,-0.847,3,3,0.25
1,-0.662,0.478,1,1,0.25
3,1.451,-0.467,3,3,0.25
3,0.616,-0.615,3,3,0.25
0,1.106,0.583,0,0,0.25
2,-1.219,-0.274,2,2,0.25
0,1.256,0.694,0,0,0.25
3,0.314,-0.66,3,3,0.25
3,0.509,-1.735,3,3,0.25
3,0.28,-0.515,3,3,0.25
1,-0.888,0.424,1,1,0.25
2,-0.974,-0.311,2,2,0.25
1,-0.647,1.038,1,1,0.25
3,0.491,-1.26,3,3,0.25
1,-0.718,0.698,1,1,0.25
3,0.76,-0.651,3,3,0.25
2,-0.488,-0.274,2,2,0.25
1,-0.915,0.591,1,1,0.25
0,1.274,0.404,0,0,0.25
3,0.714,-0.433,3,3,0.25
1,-0.191,0.218,1,1,0.25
3,0.335,-0.843,3,3,0.25
3,1.085,-1.095,3,3,0.25
3,0.522,-0.731,3,3,0.25
1,-0.808,0.985,1,1,0.25
1,-0.591,0.848,1,1,0.25
1,-0.781,0.855,1,1,0.25
1,-0.797,0.32,1,1,0.25
2,-1.186,-0.876,2,2,0.25
3,0.452,-0.781,3,3,0.25
3,0.709,-0.742,3,3,0.25
3,0.058,-0.754,3,3,0.25
1,-0.613,0.379,1,1,0.25
2,-0.662,-0.446,2,2,0.25
3,0.822,-0.401,3,3,0.25
1,-0.216,1.168,1,1,0.25
3,0.349,-0.158,3,3,0.25
1,-0.694,1.034,1,1,0.25
1,-0.713,0.533,1,1,0.25
1,-0.365,1.23,1,1,0.25
3,1.196,-0.292,3,3,0.25
3,0.671,-1.237,3,3,0.25
1,-0.942,0.477,1,1,0.25
1,-0.28,0.366,1,1,0.25
2,-0.78,-1.234,2,2,0.25
1,-0.7,0.63,1,1,0.25
0,0.887,-0.312,3,3,0.25
1,-0.919,0.429,1,1,0.25
3,0.794,-0.124,3,3,0.25
3,0.414,-0.78,3,3,0.25
3,0.216,-0.497,3,3,0.25
1,-1.057,1.159,1,1,0.25
1,-0.935,0.626,1,1,0.25
1,-1.982,0.14,1,1,0.25
1,-0.952,0.9,1,1,0.25
0,1.692,1.017,0,0,0.25
3,0.765,-1.368,3,3,0.25
1,-0.937,-0.045,1,2,0.25
3,0.631,-0.754,3,3,0.25
1,-0.736,0.689,1,1,0.25
2,-0.729,-0.678,2,2,0.25
2,-0.687,-0.624,2,2,0.25
2,-0.625,-0.843,2,2,0.25
3,1.225,-0.91,3,3,0.25
1,-1.27,0.576,1,1,0.25
3,0.649,-0.928,3,3,0.25
1,-1.019,0.524,1,1,0.25
3,1.014,-0.086,3,3,0.25
1,-0.549,0.483,1,1,0.25
1,-0.398,0.62,1,1,0.25
2,-0.735,-0.791,2,2,0.25
3,1.027,-0.227,3,3,0.25
0,1.091,0.165,0,0,0.25
3,1.497,-0.202,3,3,0.25
2,-0.72,-0.615,2,2,0.25
1,-0.122,0.898,1,1,0.25
1,-0.538,1.011,1,1,0.25
3,0.854,-1.01,3,3,0.25
1,-0.173,1.061,1,1,0.25
3,0.907,-0.126,3,3,0.25
1,-0.957,0.844,1,1,0.25
3,0.609,-0.169,3,3,0.25
3,0.886,-0.52,3,3,0.25
2,-0.973,-0.968,2,2,0.25
2,-0.862,-0.894,2,2,0.25
1,-0.411,1.209,1,1,0.25
1,0.03,0.74,1,0,0.25
1,-0.701,1.056,1,1,0.25
3,0.649,0.025,3,0,0.25
3,0.652,-0.625,3,3,0.25
1,-0.796,0.81,1,1,0.25
2,-1.119,-1.115,2,2,0.25
3,0.717,-0.582,3,3,0.25
1,-1.422,0.554,1,1,0.25
1,-0.268,0.831,1,1,0.25
3,0.901,-0.949,3,3,0.25
1,-0.815,0.955,1,1,0.25
1,-0.961,0.837,1,1,0.25
0,0.333,0.477,0,0,0.25
2,-0.633,-0.739,2,2,0.25
1,-0.804,0.875,1,1,0.25
1,-0.66,0.938,1,1,0.25
3,0.648,-1.033,3,3,0.25
1,-0.476,0.887,1,1,0.25
1,-0.952,0.984,1,1,0.25
3,0.737,-0.295,3,3,0.25
3,0.563,-0.752,3,3,0.25
3,1.067,-1.025,3,3,0.25
3,1.6,-0.14,3,3,0.25
1,-1.108,0.795,1,1,0.25
1,-0.635,1.164,1,1,0.25
1,-0.529,0.306,1,1,0.25
1,-0.99,0.818,1,1,0.25
3,0.789,-0.575,3,3,0.25
3,0.39,-0.178,3,3,0.25
1,-1.098,0.99,1,1,0.25
1,-1.128,0.43,1,1,0.25
3,1.245,-1.014,3,3,0.25
3,0.965,-0.635,3,3,0.25
3,0.621,-0.52,3,3,0.25
1,-0.604,0.624,1,1,0.25
3,1.073,-0.406,3,3,0.25
1,0.143,0.655,1,0,0.25
1,-0.846,0.05,1,1,0.25
3,0.786,-0.315,3,3,0.25
1,-0.928,0.456,1,1,0.25
3,0.845,-1.121,3,3,0.25
1,-0.519,0.973,1,1,0.25
3,0.348,-0.75,3,3,0.25
3,0.985,-1.396,3,3,0.25
1,-0.751,1.469,1,1,0.25
3,0.69,-0.741,3,3,0.25
1,-0.446,0.847,1,1,0.25
3,0.315,-1.538,3,3,0.25
1,-0.493,0.167,1,1,0.25
3,0.68,-0.467,3,3,0.25
3,0.642,-0.938,3,3,0.25
3,0.832,-0.952,3,3,0.25
3,0.793,-0.422,3,3,0.25
1,-0.787,0.77,1,1,0.25
1,-0.846,0.147,1,1,0.25
3,0.797,-0.235,3,3,0.25
3,0.783,-0.982,3,3,0.25
3,1.341,-0.667,3,3,0.25
2,-0.691,-0.734,2,2,0.25
3,0.286,-1.185,3,3,0.25
1,-0.591,0.41,1,1,0.25
1,-0.29,1.176,1,1,0.25
3,0.715,-0.793,3,3,0.25
2,-0.725,-1.169,2,2,0.25
1,-1.303,0.702,1,1,0.25
0,0.33,0.741,0,0,0.25
1,-0.752,0.706,1,1,0.25
1,-1.149,0.728,1,1,0.25
1,-0.93,1.44,1,1,0.25
1,-0.74,1.064,1,1,0.25
1,-0.884,0.731,1,1,0.25
3,0.117,-0.536,3,3,0.25
3,0.591,-0.92,3,3,0.25
3,0.405,-0.856,3,3,0.25
0,1.576,1.087,0,0,0.25
3,0.319,-0.735,3,3,0.25
3,0.464,-0.141,3,3,0.25
3,0.428,-0.848,3,3,0.25
1,-0.481,0.99,1,1,0.25
1,-1.186,0.527,1,1,0.25
1,-1.033,1.32,1,1,0.25
1,-0.783,0.33,1,1,0.25
3,0.796,-0.69,3,3,0.25
3,1.086,-0.184,3,3,0.25
3,0.559,-0.684,3,3,0.25
1,-0.927,1.935,1,1,0.25
1,-0.639,0.404,1,1,0.25
3,0.777,-0.235,3,3,0.25
3,1.206,-0.774,3,3,0.25
2,-0.793,-0.248,2,2,0.25
3,0.644,-0.391,3,3,0.25
2,-1.012,-0.619,2,2,0.25
1,-1.182,0.963,1,1,0.25
1,-0.436,0.512,1,1,0.25
1,-0.267,0.686,1,1,0.25
1,-0.331,0.737,1,1,0.25
1,-0.912,1.103,1,1,0.25
3,0.498,-0.198,3,3,0.25
3,0.899,-0.345,3,3,0.25
1,-0.653,0.421,1,1,0.25
0,0.464,1.049,0,0,0.25
1,-0.558,1.085,1,1,0.25
1,-0.775,1.321,1,1,0.25
3,0.316,-0.735,3,3,0.25
1,-0.627,0.499,1,1,0.25
3,1.136,-0.699,3,3,0.25
2,0.224,-0.224,3,3,0.25
0,0.697,0.433,0,0,0.25
1,-0.613,0.715,1,1,0.25
2,0.069,-0.388,3,3,0.25
2,-0.779,-0.614,2,2,0.25
2,-0.455,-0.392,2,2,0.25
3,0.874,-0.949,3,3,0.25
1,0.286,0.572,0,0,0.25
1,-1.166,0.242,1,1,0.25
3,0.521,-0.825,3,3,0.25
2,-0.919,-0.224,2,2,0.25
1,-0.346,0.749,1,1,0.25
1,-0.623,0.531,1,1,0.25
2,-1.05,-0.666,2,2,0.25
3,0.89,-0.539,3,3,0.25
3,0.802,-0.563,3,3,0.25
1,-0.658,0.949,1,1,0.25
3,0.325,-0.408,3,3,0.25
2,-0.533,-0.538,2,2,0.25
2,-0.683,-0.415,2,2,0.25
3,0.831,-0.763,3,3,0.25
1,-0.129,0.99,1,1,0.25
2,-0.24,-1.817,2,2,0.25
3,0.836,-1.23,3,3,0.25
3,0.631,-0.703,3,3,0.25
2,-0.986,-0.964,2,2,0.25
1,0.078,0.308,1,0,0.25
1,-1.182,-0.129,2,2,0.25
1,-0.496,0.865,1,1,0.25
0,0.529,0.744,0,0,0.25
1,-0.348,1.11,1,1,0.25
3,0.934,-0.312,3,3,0.25
1,-0.278,1.149,1,1,0.25
1,-1.458,0.68,1,1,0.25
2,-1.172,-1.203,2,2,0.25
1,-0.843,0.534,1,1,0.25
3,1.301,0.055,3,0,0.25
1,-0.526,-0.003,1,2,0.25
3,0.554,-0.481,3,3,0.25
1,-0.57,0.356,1,1,0.25
3,1.064,-0.976,3,3,0.25
1,-0.147,0.574,1,1,0.25
1,-0.812,1.05,1,1,0.25
1,-0.842,0.292,1,1,0.25
3,1.368,-1.105,3,3,0.25
3,0.77,-0.858,3,3,0.25
2,-0.505,-0.859,2,2,0.25
1,-0.577,0.217,1,1,0.25
1,-0.156,0.637,1,1,0.25
1,-0.557,0.695,1,1,0.25
3,1.637,-0.949,3,3,0.25
2,-0.737,-0.183,2,2,0.25
1,-1.275,0.637,1,1,0.25
1,-0.743,0.621,1,1,0.25
1,-1.274,-0.158,2,2,0.25
1,-0.578,0.23,1,1,0.25
1,-0.948,0.474,1,1,0.25
2,-0.453,-0.912,2,2,0.25
1,-0.02,1.32,1,1,0.25
1,-0.57,0.374,1,1,0.25
2,-0.481,-1.299,2,2,0.25
1,-1.511,0.854,1,1,0.25
1,-0.557,0.655,1,1,0.25
3,0.895,-0.666,3,3,0.25
3,0.831,-0.907,3,3,0.25
3,1.072,-1.016,3,3,0.25
2,-0.916,-0.156,2,2,0.25
3,0.441,-0.567,3,3,0.25
3,0.462,-1.173,3,3,0.25
1,-0.455,0.699,1,1,0.25
1,-0.413,0.355,1,1,0.25
2,-0.19,-0.608,2,2,0.25
2,-0.558,-1.034,2,2,0.25
0,0.725,0.863,0,0,0.25
1,-0.736,0.138,1,1,0.25
1,-0.716,0.507,1,1,0.25
3,0.748,-0.589,3,3,0.25
3,1.209,-1.232,3,3,0.25
1,-0.857,0.81,1,1,0.25
0,0.14,0.615,1,0,0.25
1,-0.644,0.669,1,1,0.25
1,-0.162,1.479,1,1,0.25
1,-0.622,1.061,1,1,0.25
3,1.036,-0.106,3,3,0.25
1,-0.226,0.834,1,1,0.25
1,-0.456,0.393,1,1,0.25
1,-0.7,0.215,1,1,0.25
3,0.924,-0.814,3,3,0.25
1,-0.632,0.614,1,1,0.25
3,0.477,-0.137,3,3,0.25
1,-0.784,1.02,1,1,0.25
3,0.065,-1.283,3,3,0.25
3,0.355,-0.273,3,3,0.25
3,0.907,-0.455,3,3,0.25
2,-0.933,-0.036,1,2,0.25
1,-0.668,1.336,1,1,0.25
3,0.897,-0.937,3,3,0.25
1,-0.562,0.605,1,1,0.25
1,-1.066,0.085,1,1,0.25
3,1.005,-0.301,3,3,0.25
1,-1.279,0.627,1,1,0.25
3,0.252,-0.878,3,3,0.25
1,-0.451,1.128,1,1,0.25
2,-0.538,-0.948,2,2,0.25
3,0.374,-1.281,3,3,0.25
0,0.638,0.591,0,0,0.25
3,0.51,-0.44,3,3,0.25
0,0.668,0.38,0,0,0.25
0,1.271,0.678,0,0,0.25
1,-1.444,0.724,1,1,0.25
1,-1.187,1.011,1,1,0.25
2,-0.658,-1.663,2,2,0.25
1,-0.968,1.024,1,1,0.25
1,-0.862,0.422,1,1,0.25
1,-0.473,0.822,1,1,0.25
3,0.768,-1.509,3,3,0.25
0,0.129,0.75,1,0,0.25
1,-0.443,0.528,1,1,0.25
3,0.762,-1.02,3,3,0.25
1,-0.231,0.628,1,1,0.25
2,-0.784,-0.72,2,2,0.25
3,0.609,-0.333,3,3,0.25
1,-0.497,0.448,1,1,0.25
3,0.689,-0.998,3,3,0.25
2,-1.397,-0.697,2,2,0.25
3,0.633,-0.49,3,3,0.25
1,-0.569,0.922,1,1,0.25
3,0.384,-0.567,3,3,0.25
1,-1.395,1.03,1,1,0.25
3,0.668,-0.665,3,3,0.25
3,0.517,-0.644,3,3,0.25
3,0.377,-0.877,3,3,0.25
2,-0.443,-0.718,2,2,0.25
1,-0.696,1.013,1,1,0.25
3,1.068,-0.938,3,3,0.25
1,-0.591,0.327,1,1,0.25
3,0.36,-0.622,3,3,0.25
1,-1.311,0.615,1,1,0.25
2,-0.699,-0.879,2,2,0.25
1,-0.896,0.564,1,1,0.25
2,-0.868,-0.493,2,2,0.25
1,-0.616,0.922,1,1,0.25
3,1.267,-0.729,3,3,0.25
3,0.193,-0.075,3,3,0.25
3,0.675,-0.267,3,3,0.25
3,0.364,-0.922,3,3,0.25
1,-1.151,0.469,1,1,0.25
1,-0.717,1.066,1,1,0.25
1,-1.035,0.819,1,1,0.25
2,-0.589,-1.189,2,2,0.25
2,-0.151,-0.667,2,2,0.25
2,-0.908,-0.59,2,2,0.25
1,-1.018,0.545,1,1,0.25
3,0.932,-1.263,3,3,0.25
2,-0.649,-1.104,2,2,0.25
3,0.924,-1.601,3,3,0.25
3,0.821,-0.607,3,3,0.25
3,1.321,-0.774,3,3,0.25
3,0.957,-0.634,3,3,0.25
3,0.336,-0.105,3,3,0.25
3,0.709,-0.58,3,3,0.25
1,-1.382,0.897,1,1,0.25
3,1.155,-0.918,3,3,0.25
3,0.8,-0.425,3,3,0.25
1,-0.238,0.26,1,1,0.25
2,-0.871,-0.634,2,2,0.25
1,-0.802,0.929,1,1,0.25
3,0.257,-0.856,3,3,0.25
0,1.136,0.788,0,0,0.25
1,-0.523,1.272,1,1,0.25
1,-0.816,0.585,1,1,0.25
1,-0.565,1.65,1,1,0.25
2,-0.806,-0.142,2,2,0.25
2,-0.695,-0.612,2,2,0.25
3,0.756,-1.13,3,3,0.25
0,0.823,0.174,0,0,0.25
0,1.377,1.133,0,0,0.25
1,-0.771,0.647,1,1,0.25
1,-1.142,0.992,1,1,0.25
3,1.266,-0.354,3,3,0.25
3,1.615,-0.722,3,3,0.25
0,0.994,0.901,0,0,0.25
1,-0.274,0.896,1,1,0.25
3,0.631,-0.617,3,3,0.25
2,-0.345,-0.385,2,2,0.25
1,-0.594,0.372,1,1,0.25
2,-1.003,-0.898,2,2,0.25
0,0.779,1.003,0,0,0.25
2,-0.818,-0.178,2,2,0.25
1,-0.473,0.894,1,1,0.25
3,0.561,-1.675,3,3,0.25
3,0.58,-0.647,3,3,0.25
3,0.325,-0.778,3,3,0.25
1,-0.077,0.257,1,1,0.25
2,-0.483,-0.682,2,2,0.25
1,-1.236,0.639,1,1,0.25
3,0.293,-1.359,3,3,0.25
2,-0.935,-0.559,2,2,0.25
1,-0.639,0.869,1,1,0.25
1,-0.576,0.49,1,1,0.25
3,0.959,-0.521,3,3,0.25
1,-0.657,1.154,1,1,0.25
3,0.962,-1.489,3,3,0.25
1,-0.542,0.771,1,1,0.25
1,-0.454,0.761,1,1,0.25
3,0.825,-0.912,3,3,0.25
3,1.052,-0.898,3,3,0.25
1,-0.324,0.842,1,1,0.25
1,-0.653,0.917,1,1,0.25
3,0.516,-1.518,3,3,0.25
3,0.797,-0.707,3,3,0.25
3,0.526,-0.532,3,3,0.25
3,1.629,-0.94,3,3,0.25
2,-1.259,-0.984,2,2,0.25
1,-1.089,1.022,1,1,0.25
3,0.637,-0.624,3,3,0.25
1,-0.992,1.41,1,1,0.25
2,-1.105,-0.804,2,2,0.25
2,-0.498,-0.787,2,2,0.25
1,-0.593,0.573,1,1,0.25
2,-0.667,-1.222,2,2,0.25
3,0.323,-0.69,3,3,0.25
1,-0.745,1.222,1,1,0.25
2,-1.027,-0.904,2,2,0.25
3,0.574,-0.467,3,3,0.25
0,0.612,0.821,0,0,0.25
1,-0.489,0.345,1,1,0.25
3,0.579,-0.475,3,3,0.25
3,0.999,-0.555,3,3,0.25
3,1.237,-0.909,3,3,0.25
3,0.218,-0.843,3,3,0.25
3,0.418,-0.521,3,3,0.25
1,-0.49,0.235,1,1,0.25
3,1.671,-0.609,3,3,0.25
3,0.543,-0.52,3,3,0.25
1,-0.963,0.362,1,1,0.25
1,-0.735,0.259,1,1,0.25
3,0.672,-0.711,3,3,0.25
3,0.911,-1.205,3,3,0.25
0,0.947,0.629,0,0,0.25
3,0.957,-1.209,3,3,0.25
1,-0.626,0.722,1,1,0.25
3,0.86,-1.123,3,3,0.25
1,-0.993,-0.02,1,2,0.25
3,0.788,-1.14,3,3,0.25
3,0.961,-1.045,3,3,0.25
2,-0.586,-0.991,2,2,0.25
3,0.547,-0.752,3,3,0.25
1,-0.619,0.079,1,1,0.25
3,0.249,0.122,3,0,0.25
1,-0.685,0.821,1,1,0.25
2,-0.955,-0.942,2,2,0.25
1,-0.264,0.712,1,1,0.25
1,-0.706,0.339,1,1,0.25
1,-1.079,0.718,1,1,0.25
1,-1.185,0.417,1,1,0.25
3,0.98,0.123,3,0,0.25
2,-0.594,0.065,1,1,0.25
3,0.352,-1.073,3,3,0.25
1,-0.886,0.195,1,1,0.25
3,0.079,-0.776,3,3,0.25
3,-0.214,-0.399,2,2,0.25
3,0.947,-0.686,3,3,0.25
2,-0.668,-0.687,2,2,0.25
1,-1.034,0.972,1,1,0.25
1,-0.559,0.691,1,1,0.25
2,-0.713,-0.81,2,2,0.25
3,0.84,-0.377,3,3,0.25
2,-0.472,-1.005,2,2,0.25
1,-0.412,0.984,1,1,0.25
1,-0.513,0.577,1,1,0.25
1,-0.608,0.87,1,1,0.25
3,1.143,-0.978,3,3,0.25
3,0.809,-0.11,3,3,0.25
3,1.305,-1.268,3,3,0.25
1,-0.978,0.229,1,1,0.25
1,-0.82,1.18,1,1,0.25
2,-0.207,-1.085,2,2,0.25
1,-0.85,0.335,1,1,0.25
2,-0.968,-0.668,2,2,0.25
3,-0.018,-1.056,3,2,0.25
3,0.858,-0.373,3,3,0.25
3,0.934,-0.65,3,3,0.25
1,-0.246,0.328,1,1,0.25
1,-0.036,0.886,1,1,0.25
3,0.731,-0.766,3,3,0.25
1,-1.034,1.338,1,1,0.25
1,-0.836,0.882,1,1,0.25
2,-1.549,-0.053,1,2,0.25
3,0.475,-0.67,3,3,0.25
3,0.77,-0.535,3,3,0.25
3,0.235,-0.85,3,3,0.25
3,0.391,-0.242,3,3,0.25
3,0.715,-1.186,3,3,0.25
3,0.602,0.422,0,0,0.25
1,-0.445,1.269,1,1,0.25
0,0.97,1.417,0,0,0.25
3,0.866,-0.24,3,3,0.25
3,0.861,-0.968,3,3,0.25
1,-0.823,1.164,1,1,0.25
1,-0.683,0.516,1,1,0.25
1,-0.756,0.7,1,1,0.25
1,-0.811,0.393,1,1,0.25
1,-0.703,0.707,1,1,0.25
2,-0.02,-0.514,3,2,0.25
3,1.139,-0.792,3,3,0.25
1,-0.731,0.334,1,1,0.25
2,-0.593,-0.41,2,2,0.25
2,-1.327,-1.011,2,2,0.25
3,0.481,-0.783,3,3,0.25
2,-0.525,-0.742,2,2,0.25
3,0.572,-0.928,3,3,0.25
3,0.682,-0.274,3,3,0.25
0,1.134,0.161,0,0,0.25
1,-0.547,0.17,1,1,0.25
1,-0.545,0.851,1,1,0.25
1,-0.457,0.852,1,1,0.25
1,-0.5,0.472,1,1,0.25
2,-0.915,-0.945,2,2,0.25
1,-0.82,0.763,1,1,0.25
3,0.573,-0.252,3,3,0.25
3,0.192,-0.765,3,3,0.25
3,0.651,-0.495,3,3,0.25
1,-0.854,0.76,1,1,0.25
1,-0.595,0.69,1,1,0.25
3,1.519,-1.372,3,3,0.25
2,-0.375,-0.975,2,2,0.25
1,-0.687,1.036,1,1,0.25
1,-0.85,1.261,1,1,0.25
1,-0.873,0.285,1,1,0.25
1,-1.044,0.582,1,1,0.25
3,0.868,-0.981,3,3,0.25
3,0.711,-0.081,3,3,0.25
0,1.011,0.525,0,0,0.25
1,-0.72,0.628,1,1,0.25
1,-0.869,1.389,1,1,0.25
3,1.136,-1.211,3,3,0.25
3,0.93,-0.407,3,3,0.25
3,0.715,-1.024,3,3,0.25
3,0.889,-0.863,3,3,0.25
1,-0.615,0.692,1,1,0.25
1,-0.201,0.965,1,1,0.25
1,-0.514,0.373,1,1,0.25
2,-1.043,-0.549,2,2,0.25
1,-0.348,1.325,1,1,0.25
1,0.131,0.883,1,0,0.25
