m,r1,r2,mrec_map,mrec_ml,N0
0,0.872,0.491,0,0,0.05
2,-0.566,-0.847,2,2,0.05
2,-0.599,-0.563,2,2,0.05
1,-0.844,0.789,1,1,0.05
3,0.794,-0.67,3,3,0.05
2,-0.79,-0.528,2,2,0.05
3,0.54,-0.82,3,3,0.05
3,0.794,-0.733,3,3,0.05
3,0.504,-0.52,3,3,0.05
3,0.562,-0.675,3,3,0.05
0,0.495,0.929,0,0,0.05
3,0.744,-0.616,3,3,0.05
3,0.753,-0.84,3,3,0.05
3,0.792,-0.553,3,3,0.05
3,0.652,-0.56,3,3,0.05
1,-0.572,0.832,1,1,0.05
3,0.561,-0.789,3,3,0.05
2,-0.485,-0.804,2,2,0.05
1,-0.524,0.562,1,1,0.05
1,-0.837,0.594,1,1,0.05
3,0.611,-0.787,3,3,0.05
3,0.889,-0.816,3,3,0.05
2,-0.572,-0.579,2,2,0.05
3,0.456,-0.737,3,3,0.05
2,-0.718,-0.907,2,2,0.05
3,0.752,-0.832,3,3,0.05
0,0.769,0.594,0,0,0.05
0,0.639,0.825,0,0,0.05
1,-0.559,0.608,1,1,0.05
0,0.908,0.691,0,0,0.05
2,-0.518,-0.255,2,2,0.05
2,-0.776,-0.87,2,2,0.05
3,0.794,-0.787,3,3,0.05
1,-0.718,0.51,1,1,0.05
3,0.803,-0.613,3,3,0.05
1,-0.779,0.873,1,1,0.05
1,-0.77,0.603,1,1,0.05
1,-0.769,0.975,1,1,0.05
3,0.591,-0.455,3,3,0.05
1,-0.608,0.507,1,1,0.05
3,0.708,-0.516,3,3,0.05
3,0.613,-0.615,3,3,0.05
0,0.613,0.88,0,0,0.05
3,0.735,-0.722,3,3,0.05
3,0.565,-0.636,3,3,0.05
1,-0.737,0.615,1,1,0.05
0,0.758,0.518,0,0,0.05
1,-0.776,0.827,1,1,0.05
2,-0.646,-0.541,2,2,0.05
1,-0.6,0.906,1,1,0.05
3,0.583,-0.61,3,3,0.05
1,-0.806,0.608,1,1,0.05
3,0.496,-0.66,3,3,0.05
3,0.574,-0.63,3,3,0.05
1,-0.712,0.712,1,1,0.05
0,0.686,0.995,0,0,0.05
1,-0.755,0.488,1,1,0.05
2,-0.905,-0.586,2,2,0.05
0,0.872,0.603,0,0,0.05
1,-0.772,0.641,1,1,0.05
3,0.786,-0.886,3,3,0.05
2,-0.89,-0.728,2,2,0.05
3,0.813,-0.577,3,3,0.05
1,-0.834,0.632,1,1,0.05
1,-0.693,0.63,1,1,0.05
1,-0.962,0.786,1,1,0.05
2,-0.592,-0.754,2,2,0.05
3,0.731,-0.805,3,3,0.05
0,0.633,0.658,0,0,0.05
3,0.863,-0.66,3,3,0.05
3,0.689,-0.859,3,3,0.05
1,-0.652,0.485,1,1,0.05
3,0.875,-0.913,3,3,0.05
1,-0.832,0.58,1,1,0.05
3,0.66,-0.654,3,3,0.05
1,-0.689,0.555,1,1,0.05
1,-0.486,0.66,1,1,0.05
1,-0.571,0.619,1,1,0.05
0,1.1,0.487,0,0,0.05
3,0.783,-0.915,3,3,0.05
1,-1.106,0.662,1,1,0.05
2,-0.797,-0.727,2,2,0.05
1,-0.5,0.67,1,1,0.05
1,-0.722,0.699,1,1,0.05
3,0.85,-0.792,3,3,0.05
3,0.815,-0.704,3,3,0.05
3,0.49,-0.839,3,3,0.05
1,-0.967,0.77,1,1,0.05
2,-0.756,-0.635,2,2,0.05
3,0.507,-0.702,3,3,0.05
1,-0.822,0.632,1,1,0.05
1,-0.673,0.594,1,1,0.05
3,0.892,-0.648,3,3,0.05
2,-0.756,-0.76,2,2,0.05
0,0.859,0.466,0,0,0.05
3,0.904,-0.856,3,3,0.05
1,-0.556,0.43,1,1,0.05
3,0.739,-0.665,3,3,0.05
3,0.538,-0.509,3,3,0.05
1,-0.787,0.799,1,1,0.05
3,0.647,-0.688,3,3,0.05
1,-0.824,0.648,1,1,0.05
1,-0.822,0.741,1,1,0.05
0,0.82,0.861,0,0,0.05
3,0.496,-0.818,3,3,0.05
3,0.751,-0.656,3,3,0.05
3,0.676,-0.856,3,3,0.05
1,-0.699,0.579,1,1,0.05
1,-0.713,0.751,1,1,0.05
3,0.756,-0.646,3,3,0.05
1,-0.728,0.716,1,1,0.05
1,-0.736,0.799,1,1,0.05
2,-0.768,-0.771,2,2,0.05
3,0.742,-0.786,3,3,0.05
3,0.615,-0.695,3,3,0.05
2,-0.657,-0.677,2,2,0.05
1,-0.409,0.68,1,1,0.05
3,0.674,-0.628,3,3,0.05
2,-0.833,-0.97,2,2,0.05
3,0.704,-0.532,3,3,0.05
3,0.825,-0.585,3,3,0.05
3,0.785,-0.759,3,3,0.05
3,0.849,-0.649,3,3,0.05
1,-0.942,0.475,1,1,0.05
1,-0.547,0.656,1,1,0.05
3,0.656,-0.886,3,3,0.05
2,-0.658,-0.327,2,2,0.05
3,0.737,-0.614,3,3,0.05
3,0.503,-0.923,3,3,0.05
3,0.839,-0.768,3,3,0.05
1,-0.885,0.799,1,1,0.05
0,0.603,0.752,0,0,0.05
3,0.604,-0.8,3,3,0.05
1,-0.721,0.823,1,1,0.05
0,0.901,0.608,0,0,0.05
2,-0.599,-0.673,2,2,0.05
2,-0.595,-0.588,2,2,0.05
1,-0.498,0.682,1,1,0.05
3,0.68,-0.534,3,3,0.05
1,-0.69,0.681,1,1,0.05
3,0.605,-0.602,3,3,0.05
1,-0.47,0.813,1,1,0.05
1,-0.812,0.638,1,1,0.05
1,-0.85,0.89,1,1,0.05
1,-0.78,0.817,1,1,0.05
3,0.654,-0.784,3,3,0.05
3,0.556,-0.847,3,3,0.05
0,1.061,0.692,0,0,0.05
2,-0.732,-0.64,2,2,0.05
1,-0.49,0.66,1,1,0.05
1,-0.742,0.746,1,1,0.05
1,-1.017,0.473,1,1,0.05
1,-0.649,0.458,1,1,0.05
3,0.594,-0.622,3,3,0.05
3,0.826,-1.016,3,3,0.05
2,-0.475,-0.546,2,2,0.05
3,0.734,-0.856,3,3,0.05
3,0.642,-0.938,3,3,0.05
3,0.814,-0.722,3,3,0.05
1,-0.716,0.598,1,1,0.05
3,0.617,-0.637,3,3,0.05
3,0.688,-0.462,3,3,0.05
1,-0.746,0.618,1,1,0.05
1,-0.779,0.673,1,1,0.05
3,0.61,-0.767,3,3,0.05
1,-0.882,1.095,1,1,0.05
3,0.773,-0.735,3,3,0.05
2,-0.667,-0.701,2,2,0.05
3,0.978,-0.788,3,3,0.05
1,-0.766,0.793,1,1,0.05
3,0.278,-0.463,3,3,0.05
1,-0.564,0.406,1,1,0.05
3,0.568,-0.598,3,3,0.05
3,0.799,-0.801,3,3,0.05
3,0.828,-0.969,3,3,0.05
2,-0.519,-0.557,2,2,0.05
3,0.825,-0.744,3,3,0.05
3,0.767,-0.495,3,3,0.05
3,0.366,-0.457,3,3,0.05
1,-0.759,0.496,1,1,0.05
3,0.68,-0.473,3,3,0.05
0,0.471,0.468,0,0,0.05
3,0.832,-0.84,3,3,0.05
0,0.867,0.61,0,0,0.05
3,0.487,-0.664,3,3,0.05
3,0.872,-0.996,3,3,0.05
1,-0.423,0.818,1,1,0.05
1,-0.947,0.818,1,1,0.05
3,0.571,-0.946,3,3,0.05
1,-0.627,0.801,1,1,0.05
1,-0.836,0.813,1,1,0.05
1,-1.005,0.771,1,1,0.05
1,-0.681,0.931,1,1,0.05
3,0.68,-1.002,3,3,0.05
3,0.556,-0.794,3,3,0.05
0,0.596,0.546,0,0,0.05
1,-0.8,0.916,1,1,0.05
3,0.846,-0.737,3,3,0.05
1,-0.623,0.78,1,1,0.05
3,0.557,-0.964,3,3,0.05
3,0.784,-0.478,3,3,0.05
0,0.608,0.488,0,0,0.05
3,0.759,-0.633,3,3,0.05
2,-1.076,-1.069,2,2,0.05
3,0.682,-0.7,3,3,0.05
3,1.069,-0.793,3,3,0.05
3,0.828,-0.554,3,3,0.05
3,0.924,-0.851,3,3,0.05
0,1.214,0.8,0,0,0.05
3,0.797,-0.773,3,3,0.05
1,-0.78,0.929,1,1,0.05
1,-0.828,0.836,1,1,0.05
3,0.525,-0.5,3,3,0.05
1,-0.698,0.803,1,1,0.05
3,0.783,-0.926,3,3,0.05
3,0.431,-0.889,3,3,0.05
1,-1.032,0.505,1,1,0.05
1,-0.833,0.552,1,1,0.05
3,0.785,-0.711,3,3,0.05
1,-0.77,0.611,1,1,0.05
3,0.609,-0.938,3,3,0.05
1,-0.415,0.62,1,1,0.05
3,0.934,-0.622,3,3,0.05
0,0.741,0.59,0,0,0.05
3,0.664,-0.709,3,3,0.05
3,0.88,-0.649,3,3,0.05
3,0.51,-0.8,3,3,0.05
1,-1.09,0.945,1,1,0.05
2,-0.656,-0.775,2,2,0.05
1,-0.805,0.712,1,1,0.05
3,0.522,-0.829,3,3,0.05
3,0.765,-0.594,3,3,0.05
2,-0.688,-0.581,2,2,0.05
2,-0.731,-0.647,2,2,0.05
3,0.691,-0.466,3,3,0.05
0,0.857,0.646,0,0,0.05
2,-0.936,-0.653,2,2,0.05
0,0.494,0.631,0,0,0.05
1,-0.38,0.541,1,1,0.05
1,-0.686,1.043,1,1,0.05
3,0.851,-0.88,3,3,0.05
3,0.668,-0.66,3,3,0.05
2,-0.605,-0.938,2,2,0.05
1,-0.677,0.894,1,1,0.05
3,0.803,-0.82,3,3,0.05
1,-1.041,0.731,1,1,0.05
3,0.485,-0.688,3,3,0.05
3,0.771,-0.68,3,3,0.05
0,0.703,0.794,0,0,0.05
3,0.574,-0.818,3,3,0.05
3,0.983,-0.57,3,3,0.05
1,-0.692,0.384,1,1,0.05
1,-0.621,0.63,1,1,0.05
2,-0.816,-0.381,2,2,0.05
1,-0.853,0.523,1,1,0.05
3,0.636,-0.997,3,3,0.05
0,0.642,0.677,0,0,0.05
3,0.81,-0.953,3,3,0.05
1,-0.53,0.556,1,1,0.05
1,-0.728,0.501,1,1,0.05
3,0.755,-0.82,3,3,0.05
1,-0.856,0.346,1,1,0.05
1,-0.685,0.783,1,1,0.05
1,-0.674,0.725,1,1,0.05
1,-0.829,0.569,1,1,0.05
1,-0.725,0.665,1,1,0.05
1,-0.753,0.837,1,1,0.05
1,-0.964,0.595,1,1,0.05
3,0.689,-0.781,3,3,0.05
3,1.142,-0.34,3,3,0.05
3,1.041,-0.717,3,3,0.05
3,0.99,-0.51,3,3,0.05
2,-0.852,-0.884,2,2,0.05
3,0.781,-1.014,3,3,0.05
3,0.823,-0.688,3,3,0.05
1,-0.709,0.608,1,1,0.05
1,-0.984,0.805,1,1,0.05
1,-0.798,0.682,1,1,0.05
2,-0.83,-0.602,2,2,0.05
1,-0.852,0.692,1,1,0.05
3,0.762,-0.42,3,3,0.05
3,0.619,-0.825,3,3,0.05
3,0.77,-0.834,3,3,0.05
3,0.742,-0.836,3,3,0.05
1,-0.516,0.606,1,1,0.05
3,0.536,-0.577,3,3,0.05
0,0.684,0.499,0,0,0.05
3,0.806,-0.647,3,3,0.05
1,-0.427,0.715,1,1,0.05
3,0.356,-0.819,3,3,0.05
3,0.874,-0.729,3,3,0.05
0,0.726,0.883,0,0,0.05
1,-0.797,0.813,1,1,0.05
3,0.808,-0.618,3,3,0.05
1,-0.877,0.65,1,1,0.05
1,-0.604,0.74,1,1,0.05
1,-0.832,0.959,1,1,0.05
1,-0.901,0.624,1,1,0.05
2,-0.59,-0.591,2,2,0.05
3,0.768,-0.759,3,3,0.05
1,-0.515,0.644,1,1,0.05
3,0.562,-0.755,3,3,0.05
3,0.721,-0.519,3,3,0.05
3,1.014,-0.737,3,3,0.05
1,-0.888,0.747,1,1,0.05
1,-0.522,0.81,1,1,0.05
3,0.788,-1.138,3,3,0.05
3,0.765,-0.738,3,3,0.05
2,-0.603,-1.122,2,2,0.05
0,0.717,0.837,0,0,0.05
3,0.431,-0.716,3,3,0.05
3,0.608,-0.999,3,3,0.05
1,-0.603,0.79,1,1,0.05
1,-0.829,0.905,1,1,0.05
1,-0.926,0.602,1,1,0.05
1,-0.792,0.656,1,1,0.05
2,-0.76,-0.646,2,2,0.05
1,-0.494,0.853,1,1,0.05
3,0.762,-0.799,3,3,0.05
2,-0.661,-0.732,2,2,0.05
0,0.466,0.856,0,0,0.05
3,0.548,-0.699,3,3,0.05
3,0.591,-0.706,3,3,0.05
1,-0.868,0.678,1,1,0.05
1,-0.936,0.687,1,1,0.05
3,0.487,-0.713,3,3,0.05
1,-1.09,0.638,1,1,0.05
3,0.712,-0.887,3,3,0.05
1,-0.45,0.488,1,1,0.05
3,0.61,-0.683,3,3,0.05
1,-0.749,0.638,1,1,0.05
2,-0.956,-0.822,2,2,0.05
1,-0.68,0.749,1,1,0.05
3,0.935,-0.85,3,3,0.05
1,-0.58,0.554,1,1,0.05
3,0.605,-0.698,3,3,0.05
2,-0.593,-0.738,2,2,0.05
1,-0.703,0.608,1,1,0.05
3,0.636,-0.657,3,3,0.05
1,-0.414,0.715,1,1,0.05
3,0.824,-0.178,3,3,0.05
3,0.67,-0.495,3,3,0.05
3,0.576,-0.857,3,3,0.05
0,0.529,0.594,0,0,0.05
3,0.568,-0.529,3,3,0.05
3,0.589,-0.596,3,3,0.05
2,-0.636,-0.693,2,2,0.05
1,-0.542,0.688,1,1,0.05
1,-0.781,0.933,1,1,0.05
3,0.477,-0.681,3,3,0.05
3,0.438,-0.735,3,3,0.05
1,-0.743,0.727,1,1,0.05
3,0.811,-0.89,3,3,0.05
1,-0.816,0.46,1,1,0.05
3,0.715,-0.842,3,3,0.05
3,0.669,-0.785,3,3,0.05
1,-0.75,0.451,1,1,0.05
1,-0.628,0.656,1,1,0.05
1,-0.805,0.705,1,1,0.05
3,0.949,-0.906,3,3,0.05
0,0.835,0.521,0,0,0.05
1,-0.954,0.962,1,1,0.05
3,0.734,-0.631,3,3,0.05
1,-0.597,0.614,1,1,0.05
1,-0.748,0.473,1,1,0.05
3,0.96,-0.677,3,3,0.05
2,-0.741,-0.74,2,2,0.05
3,0.807,-0.66,3,3,0.05
3,0.863,-0.73,3,3,0.05
1,-0.63,0.682,1,1,0.05
1,-0.598,0.678,1,1,0.05
1,-0.897,0.839,1,1,0.05
3,0.617,-0.944,3,3,0.05
2,-0.856,-0.73,2,2,0.05
1,-0.617,0.628,1,1,0.05
3,0.664,-0.587,3,3,0.05
1,-0.839,0.415,1,1,0.05
3,0.678,-0.803,3,3,0.05
2,-0.521,-0.709,2,2,0.05
3,0.799,-0.399,3,3,0.05
1,-0.885,0.328,1,1,0.05
3,0.938,-0.615,3,3,0.05
2,-0.598,-0.57,2,2,0.05
1,-0.703,0.895,1,1,0.05
2,-0.457,-0.869,2,2,0.05
