m,r1,r2,mrec_map,mrec_ml,N0
3,0.282,-0.418,3,3,0.7
1,-1.402,-0.406,2,2,0.7
3,0.343,0.373,1,0,0.7
2,-0.733,-0.714,2,2,0.7
1,-1.015,-0.275,2,2,0.7
1,-0.34,1.087,1,1,0.7
3,1.196,-1.268,3,3,0.7
3,1.468,0.606,0,0,0.7
3,0.487,-1.233,3,3,0.7
3,0.671,-0.785,3,3,0.7
1,-0.87,0.567,1,1,0.7
3,1.052,-0.51,3,3,0.7
0,0.628,1.586,0,0,0.7
3,1.225,-1.273,3,3,0.7
3,1.184,-0.644,3,3,0.7
1,-1.08,2.123,1,1,0.7
3,0.137,-1.28,3,3,0.7
1,-0.088,0.637,1,1,0.7
1,-0.58,-1.008,2,2,0.7
1,-0.802,0.093,1,1,0.7
2,-1.846,-0.613,2,2,0.7
3,1.111,-0.766,3,3,0.7
3,0.933,-0.184,3,3,0.7
1,-1.25,-0.563,2,2,0.7
3,1.282,-1.073,3,3,0.7
1,-0.665,0.307,1,1,0.7
3,1.261,-0.276,3,3,0.7
3,1.147,-0.908,3,3,0.7
1,-0.346,0.435,1,1,0.7
3,0.792,-1.175,3,3,0.7
3,0.88,-1.052,3,3,0.7
1,-0.905,0.821,1,1,0.7
1,-0.833,0.838,1,1,0.7
3,-0.374,-0.481,2,2,0.7
1,-0.555,0.893,1,1,0.7
3,0.463,-1.767,3,3,0.7
1,-0.226,0.414,1,1,0.7
1,-1.418,0.646,1,1,0.7
3,1.37,-0.574,3,3,0.7
3,0.576,-0.375,3,3,0.7
3,0.648,-0.828,3,3,0.7
1,-1.078,0.628,1,1,0.7
3,0.969,-0.519,3,3,0.7
3,0.035,-0.815,3,3,0.7
2,-1.065,-0.829,2,2,0.7
3,0.818,-1.791,3,3,0.7
1,-0.08,0.552,1,1,0.7
3,0.198,-1.93,3,3,0.7
1,-1.512,0.99,1,1,0.7
1,-0.415,1.693,1,1,0.7
1,-1.068,1.44,1,1,0.7
1,-0.818,0.471,1,1,0.7
1,-1.242,1.062,1,1,0.7
3,0.595,-1.308,3,3,0.7
1,-0.35,1.684,1,1,0.7
3,1.125,-0.634,3,3,0.7
3,0.368,-0.908,3,3,0.7
3,0.432,-0.571,3,3,0.7
3,1.325,-0.741,3,3,0.7
0,1.631,0.483,0,0,0.7
3,1.488,-0.052,3,3,0.7
1,0.299,1.511,1,0,0.7
2,-0.778,-1.008,2,2,0.7
0,0.567,1.444,0,0,0.7
3,0.638,-1.028,3,3,0.7
0,0.52,1.15,0,0,0.7
3,0.766,-0.861,3,3,0.7
1,0.542,0.174,3,0,0.7
1,-0.78,1.271,1,1,0.7
3,0.676,-1.299,3,3,0.7
1,-0.944,0.612,1,1,0.7
3,1.951,-0.585,3,3,0.7
3,0.819,-0.606,3,3,0.7
3,0.422,-1.965,3,3,0.7
1,-0.686,0.849,1,1,0.7
1,-0.283,-0.018,1,2,0.7
1,-1.138,1.326,1,1,0.7
1,-0.417,1.058,1,1,0.7
0,1.367,0.967,0,0,0.7
1,-0.984,0.088,1,1,0.7
1,0.492,0.102,3,0,0.7
3,1.484,-1.266,3,3,0.7
1,-1.296,0.175,1,1,0.7
1,-0.069,0.499,1,1,0.7
3,0.243,-0.037,3,3,0.7
1,-0.36,1.267,1,1,0.7
1,-1.196,0.904,1,1,0.7
3,1.325,-0.235,3,3,0.7
1,-1.391,1.255,1,1,0.7
2,-0.132,-0.769,3,2,0.7
2,-0.166,-0.918,3,2,0.7
3,0.831,-0.584,3,3,0.7
1,-1.938,0.545,1,1,0.7
1,-0.037,0.818,1,1,0.7
2,-1.065,-0.536,2,2,0.7
3,0.843,-0.018,3,3,0.7
3,0.818,-0.961,3,3,0.7
1,-0.679,0.841,1,1,0.7
0,0.9,1.039,0,0,0.7
0,1.098,0.385,3,0,0.7
3,-0.456,-0.492,2,2,0.7
1,-1.236,0.454,1,1,0.7
3,0.293,-0.816,3,3,0.7
3,0.7,0.439,3,0,0.7
2,-0.869,-0.813,2,2,0.7
1,-0.242,1.979,1,1,0.7
1,0.393,-0.717,3,3,0.7
1,-1.058,0.544,1,1,0.7
2,-0.78,-0.445,2,2,0.7
1,-1.126,0.604,1,1,0.7
1,-0.311,0.882,1,1,0.7
1,-0.379,-0.172,1,2,0.7
3,0.375,-0.769,3,3,0.7
0,0.3,0.961,1,0,0.7
2,-0.857,-0.437,2,2,0.7
3,-0.154,-0.572,3,2,0.7
3,1.115,-0.939,3,3,0.7
2,0.594,-0.885,3,3,0.7
1,-0.819,0.842,1,1,0.7
3,1.395,0.358,3,0,0.7
3,-0.263,-1.286,3,2,0.7
3,1.285,-1.334,3,3,0.7
1,-0.487,0.693,1,1,0.7
3,0.968,-0.732,3,3,0.7
1,-1.1,1.31,1,1,0.7
1,-0.269,-0.217,1,2,0.7
2,-0.94,-0.347,2,2,0.7
1,-0.441,0.352,1,1,0.7
2,-0.573,-0.218,1,2,0.7
0,0.308,0.459,1,0,0.7
0,1.143,0.618,0,0,0.7
3,1.606,-0.952,3,3,0.7
2,-1.587,-0.957,2,2,0.7
0,0.266,0.171,3,0,0.7
3,0.598,-0.556,3,3,0.7
1,0.059,0.772,1,0,0.7
1,-0.914,1.017,1,1,0.7
1,-0.977,0.492,1,1,0.7
1,-0.516,0.459,1,1,0.7
1,-1.057,1.275,1,1,0.7
3,0.714,-0.004,3,3,0.7
1,0.005,0.72,1,0,0.7
1,-0.129,-0.065,1,2,0.7
3,0.523,-1.511,3,3,0.7
0,1.353,1.554,0,0,0.7
1,-1.312,1.043,1,1,0.7
3,0.733,-0.2,3,3,0.7
2,-0.084,-1.04,3,2,0.7
3,1.32,-0.821,3,3,0.7
3,-0.364,-0.184,1,2,0.7
1,-0.586,0.516,1,1,0.7
3,0.429,-1.981,3,3,0.7
0,1.91,0.089,3,0,0.7
2,-2.378,0.003,1,1,0.7
0,0.748,0.588,0,0,0.7
2,-0.806,-0.741,2,2,0.7
1,-1.276,0.849,1,1,0.7
3,0.683,-1.118,3,3,0.7
2,0.201,-0.744,3,3,0.7
3,0.777,0.566,0,0,0.7
1,-1.132,0.501,1,1,0.7
1,-0.917,-0.136,1,2,0.7
1,-0.854,-0.236,1,2,0.7
1,-0.403,1.234,1,1,0.7
1,-1.165,1.002,1,1,0.7
3,2.467,0.169,3,0,0.7
3,1.592,-0.262,3,3,0.7
2,-1.892,-1.154,2,2,0.7
1,-1.139,0.839,1,1,0.7
1,-0.36,1.304,1,1,0.7
3,0.904,-0.076,3,3,0.7
3,0.377,-0.543,3,3,0.7
3,1.924,-1.046,3,3,0.7
1,0.226,-0.446,3,3,0.7
3,1.613,-0.909,3,3,0.7
3,0.55,-0.092,3,3,0.7
1,-0.347,1.139,1,1,0.7
3,1.318,-1.821,3,3,0.7
3,0.565,0.559,0,0,0.7
0,1.703,-0.223,3,3,0.7
3,0.111,-0.353,3,3,0.7
1,0.016,0.395,1,0,0.7
3,0.814,-0.54,3,3,0.7
1,-1.094,0.682,1,1,0.7
1,-0.123,0.337,1,1,0.7
3,1.703,0.403,3,0,0.7
3,0.384,-0.434,3,3,0.7
0,0.673,1.906,0,0,0.7
1,-1.938,1.58,1,1,0.7
0,1.79,1.468,0,0,0.7
1,-0.677,0.784,1,1,0.7
1,-0.101,1.1,1,1,0.7
0,0.695,0.505,0,0,0.7
1,-0.509,-0.199,1,2,0.7
1,1.081,0.531,0,0,0.7
3,0.644,0.325,3,0,0.7
1,-0.943,0.868,1,1,0.7
3,1.328,0.031,3,0,0.7
1,0.411,0.705,1,0,0.7
2,-0.551,-0.385,2,2,0.7
1,-0.301,0.728,1,1,0.7
1,-1.009,1.559,1,1,0.7
2,-0.726,-0.828,2,2,0.7
1,-0.543,0.791,1,1,0.7
1,-0.796,0.046,1,1,0.7
2,-1.268,-0.718,2,2,0.7
2,-0.05,-0.943,3,2,0.7
3,0.19,-0.22,3,3,0.7
1,-0.64,0.686,1,1,0.7
3,0.903,-1.156,3,3,0.7
1,-0.634,0.186,1,1,0.7
1,-1.124,1.261,1,1,0.7
0,1.303,1.096,0,0,0.7
3,0.783,-0.677,3,3,0.7
3,1.93,-0.543,3,3,0.7
1,0.299,-0.288,3,3,0.7
1,-1.242,1.616,1,1,0.7
3,1.655,-1.088,3,3,0.7
1,-0.179,0.898,1,1,0.7
2,-0.506,-0.215,1,2,0.7
3,-0.181,0.358,1,1,0.7
1,-0.983,0.916,1,1,0.7
3,-0.025,-1.299,3,2,0.7
1,-0.127,-0.051,1,2,0.7
3,0.744,-0.657,3,3,0.7
3,1.289,-1.248,3,3,0.7
3,0.556,-1.245,3,3,0.7
2,-0.278,-1.256,2,2,0.7
2,-1.161,-0.991,2,2,0.7
3,0.966,0.298,3,0,0.7
2,-0.808,-1.647,2,2,0.7
3,1.343,-0.739,3,3,0.7
1,-0.774,0.217,1,1,0.7
3,0.604,0.505,0,0,0.7
3,0.082,-0.063,3,3,0.7
1,-2.249,0.813,1,1,0.7
0,1.072,1.926,0,0,0.7
1,-0.418,1.036,1,1,0.7
3,0.464,-0.656,3,3,0.7
3,0.023,-1.356,3,3,0.7
3,0.653,-1.089,3,3,0.7
1,-0.794,1.224,1,1,0.7
3,0.433,-0.516,3,3,0.7
1,-0.608,0.665,1,1,0.7
3,0.232,-0.956,3,3,0.7
0,1.513,0.389,3,0,0.7
1,-1.566,1.372,1,1,0.7
3,0.171,-1.273,3,3,0.7
2,-1.558,-1.413,2,2,0.7
3,0.165,-1.025,3,3,0.7
1,-0.543,0.574,1,1,0.7
1,-0.709,1.611,1,1,0.7
1,-0.503,1.066,1,1,0.7
3,0.673,-0.382,3,3,0.7
1,-0.519,0.462,1,1,0.7
3,1.526,-0.8,3,3,0.7
3,0.545,-1.168,3,3,0.7
1,-1.055,0.035,1,1,0.7
3,0.927,-0.448,3,3,0.7
1,-0.086,-0.404,3,2,0.7
1,-1.906,1.137,1,1,0.7
3,0.8,-1.598,3,3,0.7
1,-1.149,0.282,1,1,0.7
2,0.051,-0.413,3,3,0.7
3,-0.342,-0.488,2,2,0.7
3,0.873,-1.106,3,3,0.7
2,-0.051,0.282,1,1,0.7
3,0.861,0.657,0,0,0.7
1,-1.208,1.638,1,1,0.7
3,1.311,-1.341,3,3,0.7
0,0.539,0.62,0,0,0.7
2,0.29,-0.382,3,3,0.7
3,0.354,-0.269,3,3,0.7
3,0.617,0.034,3,0,0.7
3,0.359,-0.12,3,3,0.7
1,-1.517,1.173,1,1,0.7
1,-0.91,1.578,1,1,0.7
1,-1.735,0.296,1,1,0.7
2,-2.323,-0.879,2,2,0.7
3,1.143,-1.263,3,3,0.7
3,0.726,-0.874,3,3,0.7
3,0.736,-1.137,3,3,0.7
1,-1.454,1.274,1,1,0.7
1,0.215,0.166,3,0,0.7
1,-0.744,0.606,1,1,0.7
0,0.682,-0.052,3,3,0.7
1,0.58,0.458,0,0,0.7
0,0.517,1.041,0,0,0.7
1,-0.877,0.378,1,1,0.7
3,0.873,-0.588,3,3,0.7
3,0.616,0.474,0,0,0.7
2,-1.307,-0.77,2,2,0.7
1,-0.189,0.611,1,1,0.7
1,-0.553,1.155,1,1,0.7
1,-0.178,0.878,1,1,0.7
3,0.567,-0.981,3,3,0.7
3,1.347,-0.415,3,3,0.7
3,1.081,-0.277,3,3,0.7
2,-0.647,-0.642,2,2,0.7
1,-0.957,0.534,1,1,0.7
1,-2.135,0.919,1,1,0.7
1,-0.46,0.824,1,1,0.7
1,-0.164,0.881,1,1,0.7
3,0.412,-0.308,3,3,0.7
3,0.112,-0.365,3,3,0.7
3,-0.055,-0.989,3,2,0.7
3,0.188,-0.912,3,3,0.7
1,-1.522,0.935,1,1,0.7
3,1.117,-1.114,3,3,0.7
1,-0.322,0.614,1,1,0.7
3,1.567,-0.074,3,3,0.7
1,0.171,1.619,1,0,0.7
3,0.521,-0.573,3,3,0.7
3,0.386,-0.271,3,3,0.7
3,-0.22,-0.566,3,2,0.7
1,-0.43,1.696,1,1,0.7
3,1.195,-0.262,3,3,0.7
1,-1.259,1.097,1,1,0.7
3,0.566,-0.051,3,3,0.7
3,0.515,-0.835,3,3,0.7
3,-0.013,-0.196,3,2,0.7
1,-1.204,0.184,1,1,0.7
0,1.309,1.746,0,0,0.7
3,0.979,-1.574,3,3,0.7
1,-0.05,0.072,1,1,0.7
3,0.55,-0.287,3,3,0.7
1,-0.254,0.861,1,1,0.7
2,0.161,-0.867,3,3,0.7
3,0.324,0.206,3,0,0.7
1,-1.643,0.893,1,1,0.7
3,-0.13,-0.441,3,2,0.7
3,0.643,-0.223,3,3,0.7
1,0.38,1.135,1,0,0.7
2,-0.961,-0.195,1,2,0.7
3,0.322,-0.884,3,3,0.7
3,-0.493,-1.068,2,2,0.7
3,1.589,-0.878,3,3,0.7
0,1.779,0.057,3,0,0.7
1,-0.226,0.476,1,1,0.7
1,-1.452,-0.583,2,2,0.7
3,1.477,-0.444,3,3,0.7
3,-0.066,-0.632,3,2,0.7
1,-1.069,1.012,1,1,0.7
3,0.007,-1.086,3,3,0.7
3,0.164,-0.702,3,3,0.7
1,-0.444,0.937,1,1,0.7
3,0.194,-1.288,3,3,0.7
3,0.914,-0.15,3,3,0.7
1,-1.053,1.493,1,1,0.7
2,-2.178,-0.767,2,2,0.7
1,-1.646,1.196,1,1,0.7
3,1.301,-1.229,3,3,0.7
3,1.316,-0.861,3,3,0.7
0,0.682,-0.35,3,3,0.7
1,-0.208,1.472,1,1,0.7
1,-1.572,0.658,1,1,0.7
3,0.295,0.144,3,0,0.7
3,0.818,-0.731,3,3,0.7
1,-0.252,0.371,1,1,0.7
1,-0.007,-0.179,3,2,0.7
3,0.476,-1.256,3,3,0.7
3,0.793,0.146,3,0,0.7
3,0.848,-0.006,3,3,0.7
1,-0.567,1.166,1,1,0.7
3,0.422,-0.928,3,3,0.7
3,-0.479,-2.296,2,2,0.7
1,-1.134,0.44,1,1,0.7
1,-0.266,0.702,1,1,0.7
3,0.803,-0.157,3,3,0.7
2,-1.44,-1.1,2,2,0.7
3,0.26,-1.372,3,3,0.7
3,0.894,-0.648,3,3,0.7
1,-0.744,0.439,1,1,0.7
1,-0.085,0.869,1,1,0.7
1,-0.66,0.534,1,1,0.7
1,-1.028,0.639,1,1,0.7
1,0.096,0.675,1,0,0.7
2,-1.14,-1.308,2,2,0.7
1,-0.81,0.87,1,1,0.7
3,1.326,-1.147,3,3,0.7
3,0.116,-1.05,3,3,0.7
3,0.676,-0.738,3,3,0.7
1,-1.997,0.552,1,1,0.7
1,-0.658,0.713,1,1,0.7
1,-0.895,1.888,1,1,0.7
3,1.485,0.026,3,0,0.7
3,2.328,-0.753,3,3,0.7
1,-0.366,0.221,1,1,0.7
0,0.758,0.462,0,0,0.7
2,-0.908,-1.277,2,2,0.7
1,0.271,1.158,1,0,0.7
1,-0.64,0.04,1,1,0.7
1,-1,0.318,1,1,0.7
3,0.153,-0.501,3,3,0.7
3,0.909,-0.334,3,3,0.7
1,-1.342,0.545,1,1,0.7
1,-1.074,-0.076,1,2,0.7
1,-0.336,0.322,1,1,0.7
1,-0.832,1.038,1,1,0.7
2,-0.326,-0.11,1,2,0.7
3,1.434,-0.218,3,3,0.7
1,-0.952,0.32,1,1,0.7
0,0.364,1.429,1,0,0.7
3,0.181,0.179,3,0,0.7
2,-1.374,-0.788,2,2,0.7
1,-1.219,0.626,1,1,0.7
1,-0.511,1.063,1,1,0.7
2,-0.968,-0.743,2,2,0.7
1,-0.565,1.74,1,1,0.7
3,0.429,-1.454,3,3,0.7
1,-0.079,0.615,1,1,0.7
3,-0.496,-0.59,2,2,0.7
0,0.758,1.866,0,0,0.7
1,-1.54,0.649,1,1,0.7
1,-0.861,1.298,1,1,0.7
3,0.649,-0.843,3,3,0.7
1,-0.572,0.941,1,1,0.7
3,-0.195,0.078,1,1,0.7
2,0.723,-1.395,3,3,0.7
2,-0.768,-0.574,2,2,0.7
1,-0.453,1.168,1,1,0.7
0,0.948,0.841,0,0,0.7
0,0.803,0.611,0,0,0.7
3,0.075,-0.905,3,3,0.7
3,0.903,-0.83,3,3,0.7
3,1.366,-1.032,3,3,0.7
1,-1.536,0.101,1,1,0.7
3,0.354,-1.6,3,3,0.7
1,-0.679,0.434,1,1,0.7
1,0.452,1.75,0,0,0.7
3,0.796,-1.657,3,3,0.7
2,-0.514,-0.534,2,2,0.7
3,0.253,-0.003,3,3,0.7
1,-1.75,1.036,1,1,0.7
1,-1.167,0.458,1,1,0.7
2,-1.098,-0.863,2,2,0.7
3,0.706,-0.872,3,3,0.7
0,0.41,1.06,1,0,0.7
1,-0.759,1.777,1,1,0.7
3,1.158,-0.261,3,3,0.7
3,1.137,-0.922,3,3,0.7
2,-0.933,0.572,1,1,0.7
1,0.027,0.332,1,0,0.7
1,-0.365,1.187,1,1,0.7
3,2.662,-0.916,3,3,0.7
3,0.224,-0.843,3,3,0.7
1,-0.997,-0.557,2,2,0.7
1,-0.784,1.66,1,1,0.7
1,-1.323,1.022,1,1,0.7
0,1.208,0.847,0,0,0.7
1,-0.593,1.619,1,1,0.7
3,1.721,-1.679,3,3,0.7
1,-1.49,0.978,1,1,0.7
1,-0.869,0.556,1,1,0.7
1,-1.954,0.532,1,1,0.7
3,1.076,-0.9,3,3,0.7
1,-0.173,1.125,1,1,0.7
3,0.256,-1.099,3,3,0.7
2,-0.737,-1.359,2,2,0.7
3,-0.969,-0.613,2,2,0.7
3,1.364,-0.569,3,3,0.7
2,-0.703,-0.994,2,2,0.7
0,0.588,0.1,3,0,0.7
0,0.647,-0.131,3,3,0.7
3,1.504,-0.275,3,3,0.7
0,0.12,0.951,1,0,0.7
1,-0.965,1.155,1,1,0.7
3,2.043,-1.412,3,3,0.7
1,-0.522,0.558,1,1,0.7
1,-1.6,1.348,1,1,0.7
0,-0.204,0.706,1,1,0.7
2,-0.771,-1.269,2,2,0.7
1,-0.535,1.143,1,1,0.7
1,-0.842,0.794,1,1,0.7
3,0.727,-2.455,3,3,0.7
3,1.294,-0.696,3,3,0.7
1,-0.697,0.963,1,1,0.7
2,0.345,-1.027,3,3,0.7
3,0.998,-1.336,3,3,0.7
1,-1.526,1.147,1,1,0.7
3,-0.18,-0.283,3,2,0.7
3,0.493,-1.403,3,3,0.7
3,0.135,-0.816,3,3,0.7
2,0.091,-1.757,3,3,0.7
1,-0.33,0.099,1,1,0.7
2,-0.74,-0.1,1,2,0.7
3,0.966,-0.355,3,3,0.7
1,-0.398,0.675,1,1,0.7
3,0.021,-0.024,3,3,0.7
3,0.781,-0.587,3,3,0.7
3,-0.275,-1.149,2,2,0.7
1,-0.621,-0.567,2,2,0.7
1,-1.82,1.585,1,1,0.7
1,-0.364,1.358,1,1,0.7
3,0.566,-1.3,3,3,0.7
2,-0.675,-1.15,2,2,0.7
3,0.942,-1.063,3,3,0.7
0,0.337,-0.009,3,3,0.7
3,0.699,-1.35,3,3,0.7
3,1.265,-1.242,3,3,0.7
3,0.553,-0.991,3,3,0.7
3,1.002,-1.035,3,3,0.7
2,-1.057,-0.035,1,2,0.7
3,0.783,-2.096,3,3,0.7
2,-1.168,-1.214,2,2,0.7
1,-0.879,0.266,1,1,0.7
3,1.44,-0.596,3,3,0.7
2,-0.07,-0.499,3,2,0.7
3,-0.011,-0.582,3,2,0.7
1,0.888,0.234,3,0,0.7
3,1.199,-1.169,3,3,0.7
1,-0.884,0.49,1,1,0.7
2,-0.785,-0.162,1,2,0.7
2,-2.424,-1.197,2,2,0.7
1,-1.693,0.451,1,1,0.7
3,0.832,0.171,3,0,0.7
3,0.873,-0.049,3,3,0.7
1,-0.379,0.316,1,1,0.7
3,0.431,-0.788,3,3,0.7
1,-0.488,1.695,1,1,0.7
3,0.959,-0.322,3,3,0.7
1,-0.309,1.049,1,1,0.7
1,-1.249,0.945,1,1,0.7
3,1.634,0.015,3,0,0.7
3,0.9,-1.181,3,3,0.7
3,0.643,-0.656,3,3,0.7
3,1.501,-0.331,3,3,0.7
2,-0.564,-0.667,2,2,0.7
2,-0.27,-0.713,3,2,0.7
3,1.04,-0.418,3,3,0.7
1,-0.343,1.841,1,1,0.7
3,0.293,0.536,1,0,0.7
1,-0.02,0.589,1,1,0.7
0,0.411,0.932,1,0,0.7
1,-1.325,0.782,1,1,0.7
3,0.032,-0.246,3,3,0.7
2,-0.308,-0.319,2,2,0.7
1,-0.936,0.952,1,1,0.7
3,0.645,-0.845,3,3,0.7
1,-1.505,0.993,1,1,0.7
2,-0.559,0.133,1,1,0.7
2,-0.452,-1.233,2,2,0.7
2,-1.12,-0.725,2,2,0.7
2,-1.015,0.668,1,1,0.7
0,-0.224,0.829,1,1,0.7
3,1.816,-0.769,3,3,0.7
3,1.745,-1.487,3,3,0.7
1,-0.593,0.351,1,1,0.7
3,0.254,-1.763,3,3,0.7
3,1.916,-0.808,3,3,0.7
1,-0.809,0.985,1,1,0.7
3,0.609,-1.237,3,3,0.7
3,1.293,-0.734,3,3,0.7
3,1.015,-1.054,3,3,0.7
2,-0.21,-1.019,3,2,0.7
1,-1.091,1.302,1,1,0.7
3,1.059,-0.816,3,3,0.7
1,-0.682,0.896,1,1,0.7
2,-1.054,-0.395,2,2,0.7
3,0.734,0.653,0,0,0.7
3,1.426,-1.164,3,3,0.7
2,-0.497,0.136,1,1,0.7
3,1.185,-0.566,3,3,0.7
1,-0.48,0.82,1,1,0.7
1,-0.966,-0.847,2,2,0.7
2,0.216,-1.184,3,3,0.7
3,1.559,-0.301,3,3,0.7
2,-1.117,-0.12,1,2,0.7
3,1.917,-1.298,3,3,0.7
1,-1.043,0.892,1,1,0.7
1,-0.19,1.077,1,1,0.7
3,1.571,-0.158,3,3,0.7
1,0.219,1.215,1,0,0.7
3,0.943,-0.364,3,3,0.7
3,0.741,0.11,3,0,0.7
1,-1.735,1.297,1,1,0.7
1,-0.485,0.249,1,1,0.7
1,-0.488,0.808,1,1,0.7
1,-0.885,1.021,1,1,0.7
1,-1.565,-0.119,1,2,0.7
1,-0.792,1.19,1,1,0.7
3,2.174,0.599,0,0,0.7
2,-1.006,-0.845,2,2,0.7
1,-0.463,0.54,1,1,0.7
1,0.061,-0.32,3,3,0.7
1,-1.091,1.322,1,1,0.7
2,-1.131,-1.603,2,2,0.7
3,0.793,-0.278,3,3,0.7
3,1.449,-0.807,3,3,0.7
2,-0.783,-0.229,1,2,0.7
1,-0.213,0.098,1,1,0.7
1,-0.044,-0.015,1,2,0.7
1,-1.326,0.673,1,1,0.7
2,-0.68,-0.6,2,2,0.7
3,-0.747,-1.767,2,2,0.7
1,-0.599,1.394,1,1,0.7
1,-0.472,0.964,1,1,0.7
3,0.486,-0.65,3,3,0.7
1,-0.983,0.844,1,1,0.7
1,-0.166,0.972,1,1,0.7
1,-1.486,1.186,1,1,0.7
1,-1.412,1.042,1,1,0.7
3,1.109,-1.829,3,3,0.7
1,-0.985,0.3,1,1,0.7
1,-0.063,0.644,1,1,0.7
3,1.258,-0.019,3,3,0.7
3,1.772,0.109,3,0,0.7
1,-1.796,1.372,1,1,0.7
3,1.518,-1.03,3,3,0.7
2,-1.005,-1.273,2,2,0.7
1,-0.542,0.307,1,1,0.7
3,0.752,-0.839,3,3,0.7
3,1.372,0.523,0,0,0.7
3,0.064,-0.796,3,3,0.7
3,0.693,-1.094,3,3,0.7
1,-0.439,0.844,1,1,0.7
3,0.276,-2.065,3,3,0.7
3,0.244,-0.193,3,3,0.7
3,1.567,-0.319,3,3,0.7
3,0.789,0.169,3,0,0.7
3,0.106,-1.464,3,3,0.7
0,0.242,1.34,1,0,0.7
1,-0.897,0.191,1,1,0.7
2,-1.007,-0.277,2,2,0.7
1,0.026,1.941,1,0,0.7
2,-0.625,-1.497,2,2,0.7
3,1.428,-0.779,3,3,0.7
2,-0.415,-0.396,2,2,0.7
1,-0.001,0.635,1,1,0.7
0,1.2,0.397,3,0,0.7
1,-0.91,0.94,1,1,0.7
0,0.64,0.615,0,0,0.7
0,0.732,1.125,0,0,0.7
1,-0.189,0.435,1,1,0.7
1,0.038,0.677,1,0,0.7
3,1.168,0.856,0,0,0.7
3,1.183,-0.869,3,3,0.7
1,-0.574,0.294,1,1,0.7
1,0.02,0.844,1,0,0.7
1,0.347,1.1,1,0,0.7
3,-0.285,-0.196,1,2,0.7
2,0.025,-1.811,3,3,0.7
3,0.424,-1.809,3,3,0.7
3,0.933,-0.149,3,3,0.7
1,-0.927,0.235,1,1,0.7
3,0.408,-1.591,3,3,0.7
