m,r1,r2,mrec_map,mrec_ml,N0
3,0.178,0.569,1,0,0.95
3,0.104,-0.818,3,3,0.95
1,-1.336,2.325,1,1,0.95
3,0.156,-0.038,3,3,0.95
3,-0.86,-0.362,1,2,0.95
3,0.81,0.15,3,0,0.95
2,-0.507,-0.888,2,2,0.95
1,-0.796,0.421,1,1,0.95
2,0.012,-1.369,3,3,0.95
3,0.818,-0.749,3,3,0.95
1,-1.28,0.379,1,1,0.95
1,-0.427,0.499,1,1,0.95
3,0.681,-0.886,3,3,0.95
1,-1.093,0.708,1,1,0.95
1,-0.261,2.081,1,1,0.95
1,-0.98,-0.812,2,2,0.95
1,-1.377,1.036,1,1,0.95
1,-0.13,0.313,1,1,0.95
3,-0.193,-1.247,3,2,0.95
3,0.252,-0.398,3,3,0.95
3,-0.193,-0.439,3,2,0.95
1,-0.444,0.092,1,1,0.95
3,0.305,-0.92,3,3,0.95
1,-0.424,0.537,1,1,0.95
3,1.13,0.211,3,0,0.95
3,1.079,0.272,3,0,0.95
3,0.348,-1.404,3,3,0.95
3,0.034,0.162,1,0,0.95
3,0.985,-1.403,3,3,0.95
1,-1.183,0.413,1,1,0.95
3,-0.313,-1.615,3,2,0.95
1,-0.794,0.634,1,1,0.95
1,-1.798,0.418,1,1,0.95
3,0.957,-1.474,3,3,0.95
1,0.676,1.57,0,0,0.95
2,-1.179,0.386,1,1,0.95
1,-0.905,-0.026,1,2,0.95
3,0.468,-0.314,3,3,0.95
3,0.975,-1.922,3,3,0.95
1,-1.416,2.093,1,1,0.95
2,-0.394,-0.926,2,2,0.95
1,-0.813,0.635,1,1,0.95
1,-1.566,1.687,1,1,0.95
3,0.841,-1.16,3,3,0.95
1,-0.55,0.714,1,1,0.95
1,-1.181,1.184,1,1,0.95
3,0.336,0.409,1,0,0.95
1,0.17,0.034,3,0,0.95
1,-0.299,1.646,1,1,0.95
2,-0.704,-0.913,2,2,0.95
3,0.617,-0.099,3,3,0.95
3,0.411,-1.345,3,3,0.95
0,0.25,1.125,1,0,0.95
3,0.379,-1.294,3,3,0.95
1,-0.516,0.641,1,1,0.95
1,0.279,0.996,1,0,0.95
3,0.971,-1.136,3,3,0.95
0,1.541,0.999,0,0,0.95
1,-0.886,0.956,1,1,0.95
3,1.38,-1.135,3,3,0.95
0,1.236,0.744,0,0,0.95
3,-0.598,-0.803,2,2,0.95
1,-0.495,1.608,1,1,0.95
1,-1.348,1.871,1,1,0.95
3,0.791,-1.077,3,3,0.95
3,0.34,-0.796,3,3,0.95
1,-0.432,0.514,1,1,0.95
3,0.969,0.896,0,0,0.95
3,-0.076,-0.352,3,2,0.95
3,0.475,0.089,3,0,0.95
3,0.461,-1.471,3,3,0.95
0,0.872,1.437,0,0,0.95
2,-0.714,-0.482,2,2,0.95
2,-0.763,0.013,1,1,0.95
1,-1.019,0.291,1,1,0.95
3,-0.138,-0.237,3,2,0.95
3,1.426,-0.462,3,3,0.95
1,-0.081,1.059,1,1,0.95
3,0.562,-1.698,3,3,0.95
1,0.003,1.029,1,0,0.95
3,-0.18,-1.204,3,2,0.95
3,-0.169,-2.761,3,2,0.95
3,-0.128,-1.118,3,2,0.95
1,-1.565,0.977,1,1,0.95
3,-0.312,-1.279,3,2,0.95
1,-0.625,0.666,1,1,0.95
3,2.021,-0.972,3,3,0.95
3,0.302,-0.369,3,3,0.95
2,0.257,-1.445,3,3,0.95
3,1.624,-1.049,3,3,0.95
2,-1.468,0.073,1,1,0.95
3,0.667,-1.252,3,3,0.95
3,0.033,-0.955,3,3,0.95
1,0.02,0.176,1,0,0.95
1,-0.519,1.406,1,1,0.95
3,-0.298,0.058,1,1,0.95
2,0.375,-0.39,3,3,0.95
3,0.718,-0.592,3,3,0.95
1,-1.191,0.351,1,1,0.95
1,-0.543,0.529,1,1,0.95
2,-0.36,-1.841,3,2,0.95
3,-0.468,-0.541,2,2,0.95
3,-0.093,-2.116,3,2,0.95
2,-3.105,-1.15,2,2,0.95
3,1.566,-1.01,3,3,0.95
3,1.587,-2.268,3,3,0.95
3,0.536,-1.113,3,3,0.95
1,-0.471,0.06,1,1,0.95
1,-0.643,1.894,1,1,0.95
1,-0.713,0.814,1,1,0.95
2,-1.749,-1.335,2,2,0.95
3,0.363,-1.765,3,3,0.95
3,1.68,-0.614,3,3,0.95
3,-0.068,-0.959,3,2,0.95
3,0.066,-0.693,3,3,0.95
1,-2.166,-0.048,1,2,0.95
1,-1.912,1.054,1,1,0.95
0,1.487,2.166,0,0,0.95
3,1.263,-0.84,3,3,0.95
3,1.834,-1.127,3,3,0.95
2,-0.543,-1.399,2,2,0.95
3,-0.053,-0.254,3,2,0.95
3,1.269,0.144,3,0,0.95
1,-0.639,1.28,1,1,0.95
3,0.469,-0.78,3,3,0.95
1,-1.115,1.069,1,1,0.95
2,1.079,-0.842,3,3,0.95
1,-0.238,1.832,1,1,0.95
1,-0.917,1.53,1,1,0.95
2,-1.893,0.095,1,1,0.95
1,-0.269,1.358,1,1,0.95
2,-2.014,-0.971,2,2,0.95
2,-0.605,-1.59,2,2,0.95
0,1.785,0.506,3,0,0.95
3,-0.135,-0.171,3,2,0.95
3,0.787,-1.421,3,3,0.95
1,-0.576,0.57,1,1,0.95
3,0.961,-0.79,3,3,0.95
1,-0.222,0.268,1,1,0.95
1,-0.16,1.566,1,1,0.95
3,0.743,-1.373,3,3,0.95
1,-0.793,0.213,1,1,0.95
3,-0.156,-0.438,3,2,0.95
1,-0.938,0.781,1,1,0.95
1,0.66,1.018,0,0,0.95
2,0.263,1.068,1,0,0.95
3,1.516,-0.538,3,3,0.95
1,0.056,0.804,1,0,0.95
1,-0.415,1.462,1,1,0.95
2,-0.406,1.191,1,1,0.95
1,-0.291,-0.973,3,2,0.95
3,0.29,-1.158,3,3,0.95
3,1.325,-1.861,3,3,0.95
0,0.844,-0.132,3,3,0.95
1,-0.246,0.572,1,1,0.95
3,0.94,-0.961,3,3,0.95
2,-1.973,0.136,1,1,0.95
1,-2.056,-0.427,2,2,0.95
1,-1.278,1.013,1,1,0.95
1,-1.805,0.072,1,1,0.95
3,0.493,-0.635,3,3,0.95
1,0.471,0.29,3,0,0.95
3,0.678,0.09,3,0,0.95
1,-1.024,0.336,1,1,0.95
3,0.983,-0.832,3,3,0.95
1,-1.339,-0.098,1,2,0.95
1,-1.003,2.01,1,1,0.95
1,-0.2,-0.766,3,2,0.95
0,0.668,0.018,3,0,0.95
1,0.439,1.155,1,0,0.95
1,0.378,0.803,1,0,0.95
0,1.924,1.245,0,0,0.95
0,0.348,0.146,3,0,0.95
3,1.297,-0.319,3,3,0.95
0,0.436,0.081,3,0,0.95
0,0.852,-0.209,3,3,0.95
3,0.645,-0.805,3,3,0.95
3,0.393,0.041,3,0,0.95
3,0.329,0.122,3,0,0.95
2,-0.114,0.136,1,1,0.95
3,0.409,0.818,1,0,0.95
3,1.275,-0.837,3,3,0.95
1,-0.904,-0.609,2,2,0.95
2,-1.92,-1.237,2,2,0.95
1,-0.362,0.11,1,1,0.95
3,1.103,-0.235,3,3,0.95
1,0.148,1.065,1,0,0.95
3,0.991,-0.125,3,3,0.95
1,-0.717,0.933,1,1,0.95
3,0.701,-0.112,3,3,0.95
3,-0.818,0.394,1,1,0.95
3,0.131,-0.346,3,3,0.95
1,-0.94,0.323,1,1,0.95
1,-1.035,0.892,1,1,0.95
1,-0.808,1.27,1,1,0.95
3,1.732,-0.762,3,3,0.95
1,-0.659,1.039,1,1,0.95
1,-1.645,0.465,1,1,0.95
3,-0.147,-0.484,3,2,0.95
1,0.181,0.129,3,0,0.95
1,-0.442,0.642,1,1,0.95
1,-1.23,0.41,1,1,0.95
1,-0.661,1.463,1,1,0.95
3,1.001,-0.931,3,3,0.95
0,-0.465,0.255,1,1,0.95
3,1.038,-0.131,3,3,0.95
3,1.069,0.428,3,0,0.95
0,0.619,0.426,3,0,0.95
3,1.311,1.012,0,0,0.95
0,2.061,1.149,0,0,0.95
1,-0.485,0.477,1,1,0.95
3,1.335,-1.603,3,3,0.95
0,0.393,0.46,1,0,0.95
3,0.092,-0.475,3,3,0.95
3,0.371,0.125,3,0,0.95
3,0.125,-0.388,3,3,0.95
3,0.969,-0.651,3,3,0.95
3,1.694,-0.692,3,3,0.95
3,0.218,-2.168,3,3,0.95
1,-0.299,0.788,1,1,0.95
0,0.82,0.525,3,0,0.95
3,1.466,-0.434,3,3,0.95
3,0.097,-0.525,3,3,0.95
1,-1.037,0.928,1,1,0.95
0,0.879,2.04,0,0,0.95
1,-1.215,0.211,1,1,0.95
2,0.291,-0.34,3,3,0.95
0,1.949,0.104,3,0,0.95
2,-0.278,-0.036,1,2,0.95
3,1.794,-1.645,3,3,0.95
2,0.567,-0.293,3,3,0.95
0,0.589,0.365,3,0,0.95
1,-1.429,0.843,1,1,0.95
2,-0.691,-0.097,1,2,0.95
3,-1.748,-0.172,1,2,0.95
3,0.856,-1.157,3,3,0.95
3,1.194,1.446,0,0,0.95
2,-0.06,-1.121,3,2,0.95
1,-0.366,0.974,1,1,0.95
3,-0.214,-1.764,3,2,0.95
1,-0.592,0.31,1,1,0.95
3,1.575,-0.84,3,3,0.95
3,0.676,-1.472,3,3,0.95
3,0.163,-0.911,3,3,0.95
2,0.815,0.766,0,0,0.95
1,0.142,1.42,1,0,0.95
3,1.061,0.084,3,0,0.95
1,-0.914,-0.151,1,2,0.95
3,1.585,-2.088,3,3,0.95
0,0.717,-0.433,3,3,0.95
2,-0.714,-0.138,1,2,0.95
3,1.001,-0.616,3,3,0.95
3,0.337,-0.396,3,3,0.95
1,1.145,1.202,0,0,0.95
1,-0.768,1.602,1,1,0.95
3,-0.228,-1.156,3,2,0.95
1,-0.737,-0.214,1,2,0.95
1,-0.026,0.685,1,1,0.95
0,1.023,1.539,0,0,0.95
3,0.806,-0.793,3,3,0.95
3,1.051,-0.649,3,3,0.95
3,0.032,-0.74,3,3,0.95
3,-0.584,0.587,1,1,0.95
1,-1.179,1.069,1,1,0.95
1,-1.555,0.623,1,1,0.95
2,0.738,-1.586,3,3,0.95
1,-0.222,0.136,1,1,0.95
2,-0.816,-0.985,2,2,0.95
1,-1.077,0.325,1,1,0.95
2,-1.093,-0.331,1,2,0.95
1,0.484,0.645,1,0,0.95
3,0.78,-0.885,3,3,0.95
3,0.62,-1.245,3,3,0.95
1,-1.769,1.38,1,1,0.95
1,-1.767,2.041,1,1,0.95
1,-0.265,1.271,1,1,0.95
1,-1.292,-0.117,1,2,0.95
0,1.693,0.937,0,0,0.95
2,-1.158,0.304,1,1,0.95
2,-0.266,-0.276,3,2,0.95
3,0.253,-1.58,3,3,0.95
2,-0.807,-1.33,2,2,0.95
1,-0.916,0.743,1,1,0.95
1,-1.89,0.704,1,1,0.95
3,0.94,-1.075,3,3,0.95
1,-0.922,-0.013,1,2,0.95
3,0.762,-0.696,3,3,0.95
3,1.241,-1.874,3,3,0.95
3,0.525,-0.137,3,3,0.95
3,1.862,-0.856,3,3,0.95
1,0.409,0.222,3,0,0.95
3,1.838,0.028,3,0,0.95
1,-0.922,0.196,1,1,0.95
3,0.129,0.02,3,0,0.95
3,1.287,-1.062,3,3,0.95
3,0.12,-1.902,3,3,0.95
3,0.43,-1.041,3,3,0.95
1,0.523,0.617,1,0,0.95
1,0.098,0.331,1,0,0.95
3,1.378,-0.636,3,3,0.95
1,-0.157,1.523,1,1,0.95
3,1.544,-0.56,3,3,0.95
0,2.317,1.889,0,0,0.95
3,0.888,-0.114,3,3,0.95
3,0.574,-1.061,3,3,0.95
3,0.148,-1.257,3,3,0.95
1,-1.445,1.449,1,1,0.95
3,1.348,-0.246,3,3,0.95
1,-1.53,0.269,1,1,0.95
3,0.38,-0.173,3,3,0.95
1,-0.824,0.278,1,1,0.95
2,1.104,-0.631,3,3,0.95
3,1.664,-0.766,3,3,0.95
3,0.319,-0.748,3,3,0.95
3,0.748,-0.582,3,3,0.95
2,-0.489,-0.192,1,2,0.95
1,-0.363,-0.363,3,2,0.95
3,0.842,-1.58,3,3,0.95
2,-0.077,-0.215,3,2,0.95
3,0.465,-1.862,3,3,0.95
3,0.086,1.414,1,0,0.95
1,-1.65,1.452,1,1,0.95
1,-0.215,1.66,1,1,0.95
1,-1.609,0.583,1,1,0.95
1,-1.463,-0.224,1,2,0.95
3,0.619,-1.205,3,3,0.95
1,0.131,0.71,1,0,0.95
1,-0.764,0.225,1,1,0.95
3,1.681,-0.376,3,3,0.95
3,0.429,-1.802,3,3,0.95
3,-0.509,-1.15,2,2,0.95
0,0.991,1.491,0,0,0.95
3,0.305,-0.771,3,3,0.95
3,0.795,-0.741,3,3,0.95
2,-0.817,0.078,1,1,0.95
3,0.95,-1.783,3,3,0.95
2,-1.249,-0.597,2,2,0.95
0,-0.223,0.729,1,1,0.95
3,0.176,-1.128,3,3,0.95
3,1.931,-0.795,3,3,0.95
2,-0.894,-1.335,2,2,0.95
2,0.18,0.194,1,0,0.95
1,-1.263,-1.031,2,2,0.95
3,0.584,-1.21,3,3,0.95
1,-0.77,1.249,1,1,0.95
3,1.304,-1.086,3,3,0.95
3,1.822,-1.399,3,3,0.95
3,-0.301,-0.454,3,2,0.95
2,0.318,-0.964,3,3,0.95
1,-0.014,0.979,1,1,0.95
2,-0.688,-1.037,2,2,0.95
1,-1.889,1.096,1,1,0.95
0,-0.188,0.193,1,1,0.95
3,0.961,0.013,3,0,0.95
1,-1.544,0.831,1,1,0.95
3,2.327,0.295,3,0,0.95
3,0.373,-0.49,3,3,0.95
1,-1.398,1.674,1,1,0.95
1,0.528,1.406,1,0,0.95
3,-0.003,-0.487,3,2,0.95
3,-0.119,0.052,1,1,0.95
3,1.142,-0.804,3,3,0.95
3,1.578,-0.202,3,3,0.95
3,0.711,-1.732,3,3,0.95
1,-2.629,0.81,1,1,0.95
3,0.732,-0.117,3,3,0.95
1,-0.981,1.109,1,1,0.95
1,-0.286,0.435,1,1,0.95
1,-0.393,-0.112,1,2,0.95
1,-0.823,-0.569,2,2,0.95
1,-0.124,1.688,1,1,0.95
2,-0.614,-0.072,1,2,0.95
0,-0.545,1.407,1,1,0.95
2,-0.518,-0.828,2,2,0.95
3,0.311,0.031,3,0,0.95
2,-0.506,-1.284,2,2,0.95
1,-0.605,0.64,1,1,0.95
1,-0.44,1.055,1,1,0.95
3,0.594,-0.02,3,3,0.95
3,0.245,0.042,3,0,0.95
1,0.201,0.572,1,0,0.95
1,-0.536,0.86,1,1,0.95
1,-1.429,1.087,1,1,0.95
1,-0.669,0.917,1,1,0.95
1,-1.486,0.194,1,1,0.95
1,0.266,1.801,1,0,0.95
1,-1.092,0.059,1,1,0.95
3,0.228,-1.881,3,3,0.95
2,0.62,-0.359,3,3,0.95
2,-1.766,-1.011,2,2,0.95
3,0.848,-1.714,3,3,0.95
3,0.386,1.091,1,0,0.95
3,-0.176,-0.561,3,2,0.95
1,-0.685,0.775,1,1,0.95
1,-1.189,1.28,1,1,0.95
1,-1.069,0.143,1,1,0.95
2,-1.61,-0.93,2,2,0.95
1,-1.258,1.135,1,1,0.95
2,-1.133,-1.847,2,2,0.95
1,-0.25,1.131,1,1,0.95
1,-0.504,0.626,1,1,0.95
3,1.094,-1.968,3,3,0.95
3,-0.56,-0.998,2,2,0.95
1,-1.316,-0.442,2,2,0.95
3,2.161,-0.392,3,3,0.95
1,-0.962,0.993,1,1,0.95
2,0.685,-2.221,3,3,0.95
3,0.918,-1.008,3,3,0.95
1,0.692,1.246,0,0,0.95
1,-0.612,2.274,1,1,0.95
1,-0.884,-0.088,1,2,0.95
3,0.959,-0.987,3,3,0.95
0,-0.508,-0.267,1,2,0.95
2,-0.528,0.527,1,1,0.95
3,0.693,-0.042,3,3,0.95
1,-0.446,0.975,1,1,0.95
3,0.478,-1.438,3,3,0.95
3,1.045,-1.563,3,3,0.95
3,0.882,-0.688,3,3,0.95
3,1.433,-1.616,3,3,0.95
3,1.629,-1.12,3,3,0.95
0,0.283,0.122,3,0,0.95
3,0.785,-1.215,3,3,0.95
1,-1.845,2.105,1,1,0.95
3,1.131,0.061,3,0,0.95
0,1.802,0.423,3,0,0.95
3,0.615,-0.646,3,3,0.95
3,2.047,-0.669,3,3,0.95
3,1.572,0.439,3,0,0.95
1,-0.634,-0.209,1,2,0.95
3,0.516,-0.738,3,3,0.95
1,-0.678,0.337,1,1,0.95
3,0.81,-1.305,3,3,0.95
2,-0.907,-1.184,2,2,0.95
3,0.992,-0.404,3,3,0.95
0,0.636,0.628,0,0,0.95
2,-0.828,-0.496,2,2,0.95
1,-1.318,-0.019,1,2,0.95
1,-0.45,0.84,1,1,0.95
0,0.323,1.233,1,0,0.95
1,-0.383,-0.775,2,2,0.95
3,0.382,-0.595,3,3,0.95
2,-0.104,-1.442,3,2,0.95
2,0.188,-0.286,3,3,0.95
2,0.001,-1.398,3,3,0.95
3,0.203,-0.131,3,3,0.95
1,-1.129,1.181,1,1,0.95
2,0.017,-0.408,3,3,0.95
2,-1.038,-1.678,2,2,0.95
0,-0.281,1.13,1,1,0.95
3,1.144,-1.371,3,3,0.95
3,0.728,-0.201,3,3,0.95
2,-1.568,0.615,1,1,0.95
3,0.592,-0.14,3,3,0.95
1,-0.2,0.819,1,1,0.95
0,1.944,1.963,0,0,0.95
3,0.435,-0.994,3,3,0.95
1,-2.231,0.112,1,1,0.95
3,1.349,-0.346,3,3,0.95
2,-0.122,-0.846,3,2,0.95
1,0.769,0.583,3,0,0.95
1,-1.446,0.84,1,1,0.95
3,0.133,-1.749,3,3,0.95
1,-0.696,2.554,1,1,0.95
3,-0.161,-0.913,3,2,0.95
3,0.717,-0.344,3,3,0.95
2,-0.876,-1.189,2,2,0.95
2,-0.657,-0.068,1,2,0.95
2,-0.89,-1.647,2,2,0.95
3,1.803,-0.82,3,3,0.95
3,-0.403,-1.336,2,2,0.95
1,-1.781,1.574,1,1,0.95
3,0.886,-2.135,3,3,0.95
1,-0.726,0.986,1,1,0.95
2,-0.502,-1.312,2,2,0.95
3,1.463,0.346,3,0,0.95
3,0.609,-0.065,3,3,0.95
0,-0.058,0.905,1,1,0.95
3,0.055,-0.733,3,3,0.95
1,-1.015,1.55,1,1,0.95
3,1.885,0.032,3,0,0.95
0,0.047,1.251,1,0,0.95
1,-0.697,1.337,1,1,0.95
2,-1.066,-0.232,1,2,0.95
3,-0.183,-1.505,3,2,0.95
1,-0.771,1.016,1,1,0.95
2,-1.616,-0.261,1,2,0.95
2,-0.57,-0.326,1,2,0.95
1,-0.07,1.148,1,1,0.95
3,0.691,0.279,3,0,0.95
1,-1.14,0.209,1,1,0.95
1,-0.528,0.748,1,1,0.95
1,-0.57,0.841,1,1,0.95
1,-0.68,0.535,1,1,0.95
1,-0.555,1.062,1,1,0.95
3,0.882,-0.609,3,3,0.95
3,1.288,-0.543,3,3,0.95
3,0.121,0.404,1,0,0.95
1,-0.453,2.406,1,1,0.95
1,-0.42,0.582,1,1,0.95
1,-0.456,2.182,1,1,0.95
3,0.073,-1.8,3,3,0.95
0,1.141,0.295,3,0,0.95
3,0.043,-0.785,3,3,0.95
2,-1.388,-0.672,2,2,0.95
2,-0.01,-0.266,3,2,0.95
2,0.087,-0.721,3,3,0.95
3,1.981,-1.91,3,3,0.95
3,-0.787,-2.248,2,2,0.95
3,0.587,-0.658,3,3,0.95
0,0.16,1.007,1,0,0.95
3,1.098,-1.1,3,3,0.95
1,0.043,-0.005,3,3,0.95
1,-1.335,0.674,1,1,0.95
1,-0.228,-0.356,3,2,0.95
3,0.769,-0.529,3,3,0.95
1,-0.774,0.87,1,1,0.95
0,1.303,0.453,3,0,0.95
3,0.487,-0.624,3,3,0.95
1,-1.348,0.301,1,1,0.95
2,-0.253,-0.334,3,2,0.95
0,1.842,0.71,0,0,0.95
2,-1,-0.747,2,2,0.95
0,0.016,0.698,1,0,0.95
1,-0.182,0.63,1,1,0.95
2,-0.358,-0.401,3,2,0.95
3,1.062,-0.938,3,3,0.95
2,-1.541,-1.513,2,2,0.95
